image_name,question,correct_answer,question_type,answer_type,map_type,image_size_bucket,geographic_level,source_row
564.jpg,Which Field Artillery Battalion is listed between the 5th and the 32nd in the order of battle?,7th,['Positional'],Single Entity,_conflict,0.1–0.5MP,_region,5572
564.jpg,What is the number of the attached Tank Battalion shown?,745th,['Visual'],Single Entity,_conflict,0.1–0.5MP,_region,5573
564.jpg,Which Ordnance company is listed in the unit legend?,701st,['Other'],Single Entity,_conflict,0.1–0.5MP,_region,5574
372.jpg,Where does L2 migrate within the African?,East Africa,['Positional'],Single Entity,_network,0.1–0.5MP,_continent,5575
372.jpg,What continent is located to the east of Africa?,India,['Positional'],Single Entity,_network,0.1–0.5MP,_continent,5576
372.jpg,Which labeled group spreads into India?,N,['Visual'],Single Entity,_network,0.1–0.5MP,_continent,5577
372.jpg,Where is “Mitochondrial Eve” located on the map?,East Africa,['Positional'],Single Entity,_network,0.1–0.5MP,_continent,5578
372.jpg,Which haplogroup leads to H and HV?,pre-HV,['Other'],Single Entity,_network,0.1–0.5MP,_continent,5579
372.jpg,Which direction does L3 migrate out of Africa?,Northeast,['Positional'],Single Entity,_network,0.1–0.5MP,_continent,5580
372.jpg,Which mitochondrial group appears earliest on the map?,L1,['Visual'],Single Entity,_network,0.1–0.5MP,_continent,5581
372.jpg,What area is shown as the starting point of human migration?,East Africa,['Visual'],Single Entity,_network,0.1–0.5MP,_continent,5582
372.jpg,Which haplogroup is directly connected to haplogroup HV?,pre-HV,['Positional'],Single Entity,_network,0.1–0.5MP,_continent,5583
372.jpg,Which continent shows no visible migration arrows?,Australia,['Visual'],Single Entity,_network,0.1–0.5MP,_continent,5584
374.png,Which continent has the most countries with per capita CO2 emissions greater than 10 t?,Australia,['Comparative'],Single Entity,_choropleth,0.5–2MP,_world,5585
374.png,What is the approximate per capita CO2 emission in the darkest shaded country in Africa?,10 t,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_world,5586
374.png,Is the per capita CO2 emission in most of Europe greater than 0.5 t?,Yes,['Comparative'],Boolean,_choropleth,0.5–2MP,_world,5587
374.png,What is the lowest per capita CO2 emission shown on the map for any country?,0.1,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_world,5588
374.png,"Based on the map, does Greenland have higher per capita CO2 emissions than Iceland?",Yes,['Comparative'],Boolean,_choropleth,0.5–2MP,_world,5589
374.png,What is the color representing countries with per capita CO2 emissions of 1 t?,Dark Yellow,['Visual'],Single Entity,_choropleth,0.5–2MP,_world,5590
374.png,What is the highest per capita CO2 emission level shown in the legend?,20 t,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_world,5591
374.png,Which large country in North America has per capita CO2 emissions between 10 t and 20 t?,Canada and USA,"['Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_world,5592
374.png,What is the per capita CO2 emission range indicated in europe's northernmost region?,5 t to 20 t,"['Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_world,5593
362.jpg,What city is west of Noida and east of Gurgaon?,New Delhi,['Positional'],Single Entity,_marker,0.1–0.5MP,_region,5594
362.jpg,Which area is located northeast of Gurgaon and southwest of Meerut?,New Delhi,['Positional'],Single Entity,_marker,0.1–0.5MP,_region,5596
362.jpg,What city is directly north of Gurgaon and south of Sonipat?,New Delhi,['Positional'],Single Entity,_marker,0.1–0.5MP,_region,5598
362.jpg,Which city lies south of Meerut and northeast of Gurgaon?,New Delhi,['Positional'],Single Entity,_marker,0.1–0.5MP,_region,5599
362.jpg,Which city is south of New Delhi and directly north of Faridabad?,none,['Positional'],Single Entity,_marker,0.1–0.5MP,_region,5601
362.jpg,What district is Darya Ganj located in?,Central Delhi,['Positional'],Single Entity,_marker,0.1–0.5MP,_region,5602
362.jpg,What is the PIN code for Darya Ganj?,110002,['Other'],Single Entity,_marker,0.1–0.5MP,_region,5603
376.jpg,Where does the map show human migrations originating from?,Africa,['Positional'],Single Entity,_network,0.1–0.5MP,_world,5604
376.jpg,What do the orange arrows on the map represent according to the legend?,Y-chromosome,['Visual'],Single Entity,_network,0.1–0.5MP,_world,5605
376.jpg,What do the blue arrows represent according to the legend?,mtDNA,['Visual'],Single Entity,_network,0.1–0.5MP,_world,5606
376.jpg,Which Y-chromosome marker is shown on the main path leading to Australia?,M130,['Visual'],Single Entity,_network,0.1–0.5MP,_world,5607
376.jpg,"According to the legend, roughly how long ago is marker M130 estimated?",50000 years,['Other'],Single Entity,_network,0.1–0.5MP,_world,5608
376.jpg,Which continent is reached by the path associated with mtDNA marker M?,Asia,['Other'],Single Entity,_network,0.1–0.5MP,_world,5609
376.jpg,Does the map show migration paths reaching South America?,Yes,['Positional'],Boolean,_network,0.1–0.5MP,_world,5610
376.jpg,"What units are used for the numbers in the legends (e.g., 50, 45)?",thousand years ago or 1000 years ago,['Visual'],Single Entity,_network,0.1–0.5MP,_world,5611
376.jpg,Are there specific dates shown for arrival in Europe?,No,['Visual'],Boolean,_network,0.1–0.5MP,_world,5612
376.jpg,"What continent shows the earliest markers like L1, L2, L3?",Africa,['Other'],Single Entity,_network,0.1–0.5MP,_world,5613
363.jpg,Is Kitui a county being investigated,no,['Other'],Boolean,_divisional,0.1–0.5MP,_country,5614
363.jpg,What is the county directly north of Kitui?,Isiolo,['Positional'],Single Entity,_divisional,0.1–0.5MP,_country,5615
363.jpg,What color is Kwale,peach or orange,['Visual'],Single Entity,_divisional,0.1–0.5MP,_country,5617
363.jpg,"Mandera, Marsabit, Isiolo, which from the three are green?",none,['Visual'],Single Entity,_divisional,0.1–0.5MP,_country,5619
363.jpg,"Next to the gray map of Kenya, is 41 and 44 the closest numbers that can be seen in the map?",Yes,"['Visual', 'Comparative']",Boolean,_divisional,0.1–0.5MP,_country,5620
363.jpg,Can the Indian ocean be seen in the map?,No,['Visual'],Boolean,_divisional,0.1–0.5MP,_country,5621
363.jpg,Does Marsabit have something white covering it,Yes,['Visual'],Boolean,_divisional,0.1–0.5MP,_country,5622
364.jpg,Which yellow country is the southernmost on the map?,Democratic Republic of Congo,"['Visual', 'Positional']",Single Entity,_divisional,0.5–2MP,_continent,5624
364.jpg,"How many countries border the country labeled ""Zambia""?",7,"['Visual', 'Positional']",Counting,_divisional,0.5–2MP,_continent,5626
364.jpg,"Which color is the country labeled ""Djibouti"" on the map?",Red,['Visual'],Single Entity,_divisional,0.5–2MP,_continent,5629
364.jpg,if we travel north from comoros islands where do we reach,Somalia,['Positional'],Single Entity,_divisional,0.5–2MP,_continent,5630
565.jpg,What does dark red mark in the map?,Catholic,['Visual'],Single Entity,_choropleth,0.1–0.5MP,_country,5631
565.jpg,How many states are marked with shades of pink/purple?,3,['Visual'],Counting,_choropleth,0.1–0.5MP,_country,5632
565.jpg,What is the fifth label in the legend,No religion,"['Visual', 'Comparative']",Single Entity,_choropleth,0.1–0.5MP,_country,5633
565.jpg,How many labels are listed in the legend for this map?,9,['Visual'],Counting,_choropleth,0.1–0.5MP,_country,5634
565.jpg,Which state is Major Christian according to the map,Indiana,['Other'],Single Entity,_choropleth,0.1–0.5MP,_country,5635
565.jpg,How many shades of Red depict Catholic state?,3,['Visual'],Counting,_choropleth,0.1–0.5MP,_country,5636
565.jpg,How many islands are in this map?,1,['Other'],Counting,_choropleth,0.1–0.5MP,_country,5637
565.jpg,How many states in this map are Pentecostal?,2,['Other'],Counting,_choropleth,0.1–0.5MP,_country,5638
565.jpg,"In the map, what does the color cyan represent?",No Religion,['Visual'],Single Entity,_choropleth,0.1–0.5MP,_country,5639
565.jpg,What is the color of Maine in the map?,purple,['Visual'],Single Entity,_choropleth,0.1–0.5MP,_country,5640
366.jpg,Did this map follow current boundary equivalents ?,No,['Other'],Boolean,_divisional,0.5–2MP,_continent,5642
366.jpg,Where did the cartographer believe the Nile originated ?,Modern Day Kenia,['Positional'],Single Entity,_divisional,0.5–2MP,_continent,5645
366.jpg,Which African Islands were most recognized ?,Madagascar,['Comparative'],Single Entity,_divisional,0.5–2MP,_continent,5646
366.jpg,What is the capital of most biggest state in the map ?,Cairo,['Comparative'],Single Entity,_divisional,0.5–2MP,_continent,5647
381.png,What station lies at the southernmost end of the Valenzuela Line (pink)?,Alabang,"['Visual', 'Positional']",Single Entity,_network,2–8MP,_city,5650
381.png,Which station is directly between Regalado and Sacred Heart?,Quirino,['Positional'],Single Entity,_network,2–8MP,_city,5651
381.png,Which line connects to the airport icon?,Venezuela Line,['Positional'],Single Entity,_network,2–8MP,_city,5652
381.png,Which station lies at the intersection of Rizal Line and Central Line?,Ortigas,['Positional'],Single Entity,_network,2–8MP,_city,5653
381.png,Name the only station that is at the exact intersection of five lines.,Araneta Center Cubao,['Positional'],Single Entity,_network,2–8MP,_city,5654
381.png,Which station is furthest east on the entire map?,Sacred Heart,"['Positional', 'Comparative']",Single Entity,_network,2–8MP,_city,5655
381.png,Which station is furthest south on the entire map?,Alabang,"['Positional', 'Comparative']",Single Entity,_network,2–8MP,_city,5656
381.png,Which station has highest number of interactions at a single point?,North Triangle,['Comparative'],Single Entity,_network,2–8MP,_city,5657
381.png,Which station is second from the bottom on the V line?,FTI,"['Positional', 'Comparative']",Single Entity,_network,2–8MP,_city,5658
381.png,Name the station north of Laguna de Bay.,Taytay,['Positional'],Single Entity,_network,2–8MP,_city,5659
367.jpg,1. How many purple area are highlighted in the map?,9,['Visual'],Counting,_divisional,0.5–2MP,_country,5660
367.jpg,2. How many tools are visible below search bar?,6,"['Visual', 'Positional']",Counting,_divisional,0.5–2MP,_country,5661
367.jpg,3. what shape does the highlighted area next to ocean makes?,a heel,['Visual'],Single Entity,_divisional,0.5–2MP,_country,5662
367.jpg,4. How many download options are listed?,10,['Other'],Counting,_divisional,0.5–2MP,_country,5663
367.jpg,5. How many highlighted area are next to a water body?,4,['Other'],Counting,_divisional,0.5–2MP,_country,5664
367.jpg,6. What boundary type is listed in the fifth download option?,Administrative region boundary,['Comparative'],Single Entity,_divisional,0.5–2MP,_country,5665
367.jpg,7. What color is used for the Premium label on the download options?,yellow,['Visual'],Single Entity,_divisional,0.5–2MP,_country,5666
382.png,Which color represents areas with both high tree density and high median income?,Green,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_city,5667
382.png,Which region in the north of the map has mostly white-colored areas?,Northwest Toronto,['Positional'],Single Entity,_choropleth,0.5–2MP,_city,5668
382.png,What color dominates the southern edge of the map near the lake?,Dark blue,"['Visual', 'Positional']",Single Entity,_choropleth,0.5–2MP,_city,5670
382.png,Which color represents low median income but high street tree density?,Olive green,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_city,5672
382.png,Which color is more common in the northeast: purple or green?,Purple,"['Visual', 'Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_city,5673
382.png,"In general, where are the higher median income areas located — center, north, or south?",Center,"['Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_city,5675
382.png,"Which quadrant (NW, NE, SW, SE) has the most mix of colors?",SW,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_city,5676
566.png,What color represents municipalities on the map?,Blue,['Visual'],Single Entity,_mixed,0.5–2MP,_country,5678
566.png,Which coastal province shows clustering of dark blue (SAPO) towns in its southwestern corner?,Western Cape,"['Visual', 'Positional']",Single Entity,_mixed,0.5–2MP,_country,5679
566.png,What symbol represents towns with no street postcode SP link?,Hollow Green,['Other'],Single Entity,_mixed,0.5–2MP,_country,5680
566.png,Which province in the southwest corner of the map shows the highest cluster of SAPO towns?,Western Cape,"['Positional', 'Comparative']",Single Entity,_mixed,0.5–2MP,_country,5682
566.png,Which province has many municipalities (blue dots) but fewer green SP link symbols?,Northern Cape,['Visual'],Single Entity,_mixed,0.5–2MP,_country,5683
566.png,Which province shows the most balanced spread of postal-linked towns across its geography?,Free State,"['Positional', 'Comparative']",Single Entity,_mixed,0.5–2MP,_country,5684
566.png,"What region appears visually emptiest in terms of any data points (postal, municipal, or SAPO)?",Western half of Northern Cape,['Visual'],Single Entity,_mixed,0.5–2MP,_country,5685
566.png,Which inland province has the least number of blue municipality symbols?,Limpopo,"['Visual', 'Comparative']",Single Entity,_mixed,0.5–2MP,_country,5686
567.jpg,How many different oceans can you see?,7,['Visual'],Counting,_divisional,0.5–2MP,_world,5687
567.jpg,What is number 11 on the map?,Combodia,['Other'],Single Entity,_divisional,0.5–2MP,_world,5688
567.jpg,What is the colour of number 8?,Yellow,['Visual'],Single Entity,_divisional,0.5–2MP,_world,5689
567.jpg,How many countries are numbered?,15,['Other'],Counting,_divisional,0.5–2MP,_world,5690
567.jpg,Is cameroon and madagascar of same colour?,Yes,['Visual'],Boolean,_divisional,0.5–2MP,_world,5691
567.jpg,What is number 9?,Equatorial Guinea,['Other'],Single Entity,_divisional,0.5–2MP,_world,5692
567.jpg,Is India and saudi Arabia of same colour?,Yes,['Visual'],Boolean,_divisional,0.5–2MP,_world,5693
567.jpg,How many number can you see in Africa?,9,['Visual'],Counting,_divisional,0.5–2MP,_world,5694
567.jpg,Is France and Slovakia of the same colour?,Yes,['Visual'],Boolean,_divisional,0.5–2MP,_world,5695
567.jpg,What is the colour of chile?,Green,['Visual'],Single Entity,_divisional,0.5–2MP,_world,5696
386.jpg,What is the article length range for India?,10052 - 13041,['Other'],Single Entity,_choropleth,0.5–2MP,_world,5697
386.jpg,Which African country has the darkest blue shading?,Democratic Republic of the Congo,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_world,5698
386.jpg,What article length range is shown for Mexico?,16819–22000,['Visual'],Single Entity,_choropleth,0.5–2MP,_world,5699
386.jpg,What color is most common in Europe?,Yellow,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_world,5700
386.jpg,Which continent contains the greatest variety of article lengths?,Africa,"['Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_world,5701
386.jpg,Which Southeast Asian country has a long article (yellow)?,Bangladesh,"['Visual', 'Positional']",Single Entity,_choropleth,0.5–2MP,_world,5702
386.jpg,What is the color of Spain on the map?,Yellow,['Visual'],Single Entity,_choropleth,0.5–2MP,_world,5703
386.jpg,Which country in Europe is shown in gray (10052–13041)?,Poland,['Visual'],Single Entity,_choropleth,0.5–2MP,_world,5704
386.jpg,Which continent has the largest gray area?,Asia,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_world,5705
386.jpg,What is the article length of Australia?,7317 - 10052,['Other'],Single Entity,_choropleth,0.5–2MP,_world,5706
368.png,How many red markerts are in Karnataka?,2,['Visual'],Counting,_marker,>8MP,_region,5707
368.png,What is the number of states or union territories in the map?,5,['Other'],Single Entity,_marker,>8MP,_region,5708
368.png,How many states are in the map?,4,['Other'],Counting,_marker,>8MP,_region,5709
368.png,How many of the states in this map were formerly union territory?,1,['Other'],Counting,_marker,>8MP,_region,5710
368.png,Which national highway is marked in this map?,44,['Visual'],Single Entity,_marker,>8MP,_region,5711
368.png,How many labels are marked on the west coast of this map?,4,"['Visual', 'Positional']",Counting,_marker,>8MP,_region,5712
368.png,How many points are on the east coast of this map (on the coast),1,['Positional'],Counting,_marker,>8MP,_region,5713
368.png,How many wildlife sanctuaries are there in this map?,3,['Other'],Counting,_marker,>8MP,_region,5714
368.png,"Which marking is for 4, 9, 10 in this map",Cantur,['Other'],Single Entity,_marker,>8MP,_region,5715
368.png,How many seas are in this map?,2,['Other'],Counting,_marker,>8MP,_region,5716
568.jpg,how many red arrows are present in the top half of the map?,12,"['Visual', 'Positional', 'Comparative']",Counting,_conflict,0.1–0.5MP,_subcontinent,5717
568.jpg,how many red arrows are present in the bottom half of the map?,14,"['Visual', 'Positional', 'Comparative']",Counting,_conflict,0.1–0.5MP,_subcontinent,5718
568.jpg,How many symbols above the 1st infantry sign on the right are circular?,1,['Positional'],Counting,_conflict,0.1–0.5MP,_subcontinent,5719
568.jpg,How many arrows appear in the water on the top map?,3,"['Visual', 'Positional', 'Comparative']",Counting,_conflict,0.1–0.5MP,_subcontinent,5720
568.jpg,How many countries are there in the map on the top side of the image?,8,"['Positional', 'Comparative']",Counting,_conflict,0.1–0.5MP,_subcontinent,5721
568.jpg,which colour is used to depict Germany in the map?,light beige or tan,['Visual'],Single Entity,_conflict,0.1–0.5MP,_subcontinent,5722
568.jpg,which colour is used to depict great britain in the map?,light green,['Visual'],Single Entity,_conflict,0.1–0.5MP,_subcontinent,5723
568.jpg,which colour is used to depict algeria in the map on bottom?,light beige or tan,"['Visual', 'Positional', 'Comparative']",Single Entity,_conflict,0.1–0.5MP,_subcontinent,5724
568.jpg,How many arrows appear in the land of Great Britain?,2,['Visual'],Counting,_conflict,0.1–0.5MP,_subcontinent,5725
568.jpg,How many arrows appear in the land on Sicily?,1,['Visual'],Counting,_conflict,0.1–0.5MP,_subcontinent,5726
569.jpg,How many migration points are marked in Africa?,4,['Visual'],Counting,_network,0.1–0.5MP,_world,5727
569.jpg,Which color-coded path leads to Europe?,yellow,['Other'],Single Entity,_network,0.1–0.5MP,_world,5728
569.jpg,Which arrows point toward North America?,3,['Positional'],Single Entity,_network,0.1–0.5MP,_world,5729
569.jpg,Which numeral appears in both Asia and Europe?,I,['Visual'],Single Entity,_network,0.1–0.5MP,_world,5730
569.jpg,How many circles are there?,ten,['Other'],Counting,_network,0.1–0.5MP,_world,5732
569.jpg,What symbol is on the purple circle?,II,['Visual'],Single Entity,_network,0.1–0.5MP,_world,5733
569.jpg,What does the yellow line mostly represent?,general human migration route out of Africa.,['Visual'],Single Entity,_network,0.1–0.5MP,_world,5736
388.png,How many countries fall into greater than 87 to less than 116.00 clicks?,2,['Comparative'],Counting,_choropleth,0.1–0.5MP,_world,5737
388.png,highest number of countries fall under which category,0 or grey,['Comparative'],Single Entity,_choropleth,0.1–0.5MP,_world,5738
388.png,Which continent is most coloured among all ?,North America,['Comparative'],Single Entity,_choropleth,0.1–0.5MP,_world,5739
388.png,"How many countries in Europe have more clicks than Germany, and which category do they fall into?",0,['Comparative'],Counting,_choropleth,0.1–0.5MP,_world,5740
388.png,How many South American countries are in the 58.00 < clicks ≤ 87.00 category?,4,['Positional'],Counting,_choropleth,0.1–0.5MP,_world,5741
388.png,How many African countries have more than 0 clicks?,2,['Comparative'],Counting,_choropleth,0.1–0.5MP,_world,5744
388.png,How many countries in Asia are in the 0 < clicks ≤ 29.00 category?,8,['Other'],Counting,_choropleth,0.1–0.5MP,_world,5745
388.png,What is the most common click category in Europe?,0 < clicks < 29.00,['Comparative'],Single Entity,_choropleth,0.1–0.5MP,_world,5746
570.jpg,How many regions are colored purple?,9,['Visual'],Counting,_divisional,0.5–2MP,_country,5747
570.jpg,How many non-colored regions are encompassed by the purple regions?,1,['Visual'],Counting,_divisional,0.5–2MP,_country,5748
570.jpg,How many purple regions border a non-colored piece of land?,5,"['Visual', 'Positional']",Counting,_divisional,0.5–2MP,_country,5749
570.jpg,What is the lowest amount of purple regions to cross through to get from north to south?,4,"['Visual', 'Positional', 'Comparative']",Single Entity,_divisional,0.5–2MP,_country,5750
570.jpg,What is the lowest amount of.purple regions to cross through to get from west to east?,3,"['Positional', 'Comparative']",Single Entity,_divisional,0.5–2MP,_country,5751
570.jpg,What is the lowest amount of.purple regions to cross through to get from east to west?,3,"['Positional', 'Comparative']",Single Entity,_divisional,0.5–2MP,_country,5752
570.jpg,What is the lowest amount of purple regions to cross through to get from south to north?,4,"['Visual', 'Positional', 'Comparative']",Single Entity,_divisional,0.5–2MP,_country,5753
570.jpg,What is the closest non-colored city to the north border of the purple region?,Gaborone,"['Visual', 'Positional', 'Comparative']",Single Entity,_divisional,0.5–2MP,_country,5754
570.jpg,What is the closest city within the colored region to the north border?,Rustenburg,"['Visual', 'Positional', 'Comparative']",Single Entity,_divisional,0.5–2MP,_country,5755
570.jpg,What is the south most city within the colored region?,Cape Town,"['Visual', 'Positional', 'Comparative']",Single Entity,_divisional,0.5–2MP,_country,5756
390.jpg,Count the number of waterbodies in the map,7,['Other'],Counting,_mixed,0.5–2MP,_city,5757
390.jpg,How many parks are there in the map?,6,['Other'],Counting,_mixed,0.5–2MP,_city,5758
390.jpg,How many landmarks are labelled separately in the legend,8,['Visual'],Counting,_mixed,0.5–2MP,_city,5759
390.jpg,Name the lake  between Delacorte theatre and Metropolitan museum of art,Berledore,['Positional'],Single Entity,_mixed,0.5–2MP,_city,5761
390.jpg,Name the tourist attraction closest to Children's museum,Hayden Planetarium,['Comparative'],Single Entity,_mixed,0.5–2MP,_city,5762
390.jpg,How many cup and saucer symbols are there in the map,4,['Other'],Counting,_mixed,0.5–2MP,_city,5763
390.jpg,How many areas are labelled in central park,17,['Visual'],Counting,_mixed,0.5–2MP,_city,5764
390.jpg,How many avenues are there in the map,10,['Other'],Counting,_mixed,0.5–2MP,_city,5765
390.jpg,Suggested number of days to visit New York City as a tourist?,3,['Other'],Counting,_mixed,0.5–2MP,_city,5766
371.jpg,What is the ocean at the right side of this picture?,Indian Ocean,['Positional'],Single Entity,_conflict,0.5–2MP,_subcontinent,5767
371.jpg,What is about this picture,12th African Division,['Other'],Single Entity,_conflict,0.5–2MP,_subcontinent,5768
371.jpg,Which part of the map has the most red lines?,Left,"['Visual', 'Comparative']",Single Entity,_conflict,0.5–2MP,_subcontinent,5769
371.jpg,Are there more animal drawings in the north or south part of the map?,South,"['Positional', 'Comparative']",Boolean,_conflict,0.5–2MP,_subcontinent,5770
371.jpg,Is there a camel drawn in the map?,Yes,['Other'],Boolean,_conflict,0.5–2MP,_subcontinent,5771
371.jpg,Which direction did most of the red lines go?,North,"['Visual', 'Positional', 'Comparative']",Single Entity,_conflict,0.5–2MP,_subcontinent,5772
371.jpg,Are most of the red lines curved or straight?,Curved,"['Visual', 'Comparative']",Boolean,_conflict,0.5–2MP,_subcontinent,5773
371.jpg,Is there any drawing of a plane on the map?,Yes,['Other'],Boolean,_conflict,0.5–2MP,_subcontinent,5774
371.jpg,Which half of the map has more labeled towns—left or right?,Left,"['Visual', 'Positional', 'Comparative']",Single Entity,_conflict,0.5–2MP,_subcontinent,5775
371.jpg,Is the word “INDIAN OCEAN” written horizontally or diagonally?,Diagonally,['Other'],Boolean,_conflict,0.5–2MP,_subcontinent,5776
392.jpg,Which teams are playing?,Las Vegas vs Raiders,['Other'],Single Entity,_layout,>8MP,_building,5777
392.jpg,How many family restrooms are available?,5,['Other'],Counting,_layout,>8MP,_building,5778
392.jpg,What is the name of the stadium?,Allegiant Stadium,['Other'],Single Entity,_layout,>8MP,_building,5779
392.jpg,Which team seems to be leading or winning?,Raiders,['Other'],Single Entity,_layout,>8MP,_building,5780
392.jpg,How many stairs are present on the premise?,8,['Other'],Counting,_layout,>8MP,_building,5782
392.jpg,In which direction the Credit One's advertisement shown?,East,"['Visual', 'Positional']",Single Entity,_layout,>8MP,_building,5783
392.jpg,How many elevators are available?,12,['Other'],Counting,_layout,>8MP,_building,5784
392.jpg,In which direction CHAMPIONS CLUB's advertisement shown?,West,"['Visual', 'Positional']",Single Entity,_layout,>8MP,_building,5785
392.jpg,How many areas have Bar/Pub surrounded by two Concession?,2,['Positional'],Counting,_layout,>8MP,_building,5786
373.png,Which African country has the telephone code 254?,Kenya,['Other'],Single Entity,_divisional,0.5–2MP,_continent,5787
373.png,Which country has the code 250 on this map?,Rwanda,['Other'],Single Entity,_divisional,0.5–2MP,_continent,5789
373.png,Identify the country with code 218.,Libya,['Other'],Single Entity,_divisional,0.5–2MP,_continent,5792
373.png,Name a country that is UTC +2:00 but has an island code shown separately.,Madagascar,['Visual'],Single Entity,_divisional,0.5–2MP,_continent,5794
373.png,Which country has the telephone code 266?,Lesotho,['Other'],Single Entity,_divisional,0.5–2MP,_continent,5795
373.png,What country has the code 263 according to the map?,Zimbabwe,['Other'],Single Entity,_divisional,0.5–2MP,_continent,5796
394.jpg,when was the origin of humans?,1.6 million years ago,['Other'],Single Entity,_network,0.1–0.5MP,_world,5797
394.jpg,what is the oldest prescence of homo sapiens,Klasies River Mouth or South Africa,['Other'],Single Entity,_network,0.1–0.5MP,_world,5799
394.jpg,which species crossed glaciers,Homo Sapiens,['Positional'],Single Entity,_network,0.1–0.5MP,_world,5801
394.jpg,"how much time it took homo sapiens to reach malta, russia from Mladec, Czech Republic",18000 years,['Other'],Counting,_network,0.1–0.5MP,_world,5803
375.png,Which legend band is not used by any country?,194+,['Visual'],Single Entity,_choropleth,0.5–2MP,_world,5804
375.png,Is there any coloured country on the map that spans more than one legend shade? (yes / no),no,"['Visual', 'Comparative']",Boolean,_choropleth,0.5–2MP,_world,5805
375.png,How many distinct shades of blue appear within Africa?,3,"['Visual', 'Positional']",Counting,_choropleth,0.5–2MP,_world,5806
375.png,Does any coloured country shares borders with another coloured countries?,No,['Positional'],Boolean,_choropleth,0.5–2MP,_world,5807
375.png,How many blue coloured countries touch the Pacific Ocean?,1,['Visual'],Counting,_choropleth,0.5–2MP,_world,5808
375.png,What will be the number band for USA based on the legend?,none,['Other'],Single Entity,_choropleth,0.5–2MP,_world,5810
375.png,What will be the number band for India based on the legend?,61-81,['Other'],Single Entity,_choropleth,0.5–2MP,_world,5811
375.png,How many south american countries are colored based on this map?,2,"['Visual', 'Positional']",Counting,_choropleth,0.5–2MP,_world,5812
375.png,"Based on this map, is china colored?",No,['Visual'],Boolean,_choropleth,0.5–2MP,_world,5813
378.png,Which country is immediately North to Kenia?,Athiopien,['Positional'],Single Entity,_divisional,2–8MP,_continent,5814
378.png,What country borders both Ruanda (Rwanda) and Tansania (Tanzania)?,Burundi,['Positional'],Single Entity,_divisional,2–8MP,_continent,5815
378.png,What country lies directly north of Mosambik?,Tansania,['Positional'],Single Entity,_divisional,2–8MP,_continent,5817
378.png,How many countries are marked in this map?,52,['Visual'],Counting,_divisional,2–8MP,_continent,5818
378.png,How many countries marked in this map are covered by the sea?,2,['Visual'],Counting,_divisional,2–8MP,_continent,5819
378.png,Which country lies directly to the west of Tschad?,Niger,['Positional'],Single Entity,_divisional,2–8MP,_continent,5820
378.png,What country borders both Ägypten and Äthiopien?,Sudan,['Positional'],Single Entity,_divisional,2–8MP,_continent,5821
378.png,Which landlocked country is completely surrounded by Südafrika?,Lesotho,['Positional'],Single Entity,_divisional,2–8MP,_continent,5822
571.png,How many timepoints are marked on Route 247?,3,['Visual'],Counting,_network,0.5–2MP,_city,5823
571.png,Which stop is directly south of Calaveras on the map?,Temple,['Positional'],Single Entity,_network,0.5–2MP,_city,5824
571.png,Which stop on Route 246 is closest to Highway 680?,Jacklin,['Comparative'],Single Entity,_network,0.5–2MP,_city,5825
571.png,How many unique routes serve Milpitas HS according to the map?,3,['Other'],Counting,_network,0.5–2MP,_city,5827
571.png,"How many times does ""School Days Only"" appear in the entire map?",4,['Visual'],Counting,_network,0.5–2MP,_city,5828
571.png,"Which stop on Route 247 is closest to the connecting route ""22""?",none,['Comparative'],Single Entity,_network,0.5–2MP,_city,5829
571.png,Which route has a stop directly south of Sequoia?,Yellowstone,['Positional'],Single Entity,_network,0.5–2MP,_city,5830
572.png,Which province is bordered by Mozambique and Zimbabwe?,Limpopo,['Other'],Single Entity,_divisional,0.1–0.5MP,_country,5831
572.png,Which city is shown at the center of Gauteng in the inset map?,Johannesburg,"['Visual', 'Positional']",Single Entity,_divisional,0.1–0.5MP,_country,5832
572.png,Which province borders both the Indian Ocean and the country of Mozambique?,KwaZulu-Natal,['Positional'],Single Entity,_divisional,0.1–0.5MP,_country,5833
572.png,Which metropolitan municipality is located at the southern tip of South Africa?,Cape Town,['Positional'],Single Entity,_divisional,0.1–0.5MP,_country,5834
572.png,Botswana shares border with how many provinces?,3,['Positional'],Counting,_divisional,0.1–0.5MP,_country,5835
572.png,Which city is very close to the border with Zimbabwe?,Musina,['Positional'],Single Entity,_divisional,0.1–0.5MP,_country,5836
