qa_id,sample_index,country,map_no,template_no,question,ground_truth,ground_truth_type,legend_style,relative_region,generation_status,generated_tokens,inference_seconds,final_answer,evaluated_answer,answer_extraction_method,primary_score,strict_exact_match,metric,precision,recall,f1,rankwise_precision,mrr,map,rank_parse_success,rank_format_compliant,range_relation,normalized_ground_truth,normalized_prediction,evaluation_note
mapwise_india_map94_2C_t42_idx0121,121,india,map94_2C,42,"Yes/No: Punjab has a similar value to Karnataka, and also have a higher value than Assam.",Yes,Binary,c,N,complete,447,44.446,No,No,saved_final_answer,0.0,0,binary_exact_match,,,,,,,,,,yes,no,
mapwise_india_map94_2C_t10_idx0122,122,india,map94_2C,10,Is the value of Odisha closer to 2M or 3M?,2M,Single,c,N,complete,1117,109.814,2M,2M,saved_final_answer,1.0,1,single_recall,1.0,1.0,1.0,,,,,,,"[""2m""]","[""2m""]",
mapwise_india_map94_2C_t3_idx0123,123,india,map94_2C,3,What is the overall range of the legend?,1M - 7M,Range,c,N,complete,85,8.945,0 to 7M,0 to 7M,saved_final_answer,0.5,0,continuous_range_score,,,,,,,,,overlap,"[1000000.0, 7000000.0]","[0.0, 7000000.0]","Continuous: exact=1, strict overlap=0.5, touching=0."
mapwise_india_map94_2C_t32_idx0124,124,india,map94_2C,32,Yes or no: Assam is an outlier compared to other states in Northeast India.,Yes,Binary,c,N,complete,592,58.617,no,no,saved_final_answer,0.0,0,binary_exact_match,,,,,,,,,,yes,no,
mapwise_india_map94_2C_t5_idx0125,125,india,map94_2C,5,Yes or no: the legend has different shades of the same colour?,No,Binary,c,N,complete,100,10.441,Yes,Yes,saved_final_answer,0.0,0,binary_exact_match,,,,,,,,,,no,yes,
mapwise_india_map94_2C_t30_idx0126,126,india,map94_2C,30,Does Maharashtra have the most different value to Goa amongst the states along the coastline?,Yes,Binary,c,N,complete,2822,278.31,No,No,saved_final_answer,0.0,0,binary_exact_match,,,,,,,,,,yes,no,
mapwise_india_map94_2D_t29_idx0127,127,india,map94_2D,29,Which range has the highest number of states?,"7,255.99 - 64,481.0; 191,100.0 - 873,831.0; 3,101,861.67 - 7,351,197.0",Range,d,N,complete,2615,256.764,"64,481.0 - 191,100.0","64,481.0 - 191,100.0",saved_final_answer,0.0,0,range_no_match,,,,,,,,,no_match,7255.99-64481.0;191100.0-873831.0;3101861.67-7351197.0,"[64481.0, 191100.0]",Open-ended/single-value legend categories require normalized exact matching; bounded intervals additionally support numeric comparison.
mapwise_india_map94_2D_t38_idx0128,128,india,map94_2D,38,Yes or no: the value of Sikkim is below the median value amongst states in region that share border with China.,Yes,Binary,d,N,truncated,3072,299.328,"Got it, let's try to solve this problem step by step. First, we need to figure out which states share a border with China. In India, the states that share a border with China are Arunachal Pradesh (AR), Sikkim (SK), and maybe others? Wait, let's recall: the states bordering China are Arunachal Pradesh, Sikkim, and also parts of Himachal Pradesh, Uttarakhand, etc., but from the map, we need to check the labels. The map has labels like AR (Arunachal Pradesh), SK (Sikkim), and maybe others. Let's list the states that border China: Arunachal Pradesh (AR), Sikkim (SK), and also Himachal Pradesh (HP), Uttarakhand (UT), but wait, the map's labels: let's check the map. The map shows AR (Arunachal Pradesh), SK (Sikkim), and maybe others. Wait, the question is about the region that shares border with China, so the states in that region are AR, SK, and possibly others. But first, we need to find the median value of those states, then check if Sikkim's value is below that median.

First, let's identify the states that share a border with China. From geography, the Indian states bordering China are: Arunachal Pradesh (AR), Sikkim (SK), Himachal Pradesh (HP), Uttarakhand (UT), and maybe others, but let's check the map labels. The map has labels: AR, SK, HP, UT, etc. So AR (Arunachal Pradesh), SK (Sikkim), HP (Himachal Pradesh), UT (Uttarakhand) are the states that border China. Wait, but let's confirm. The map's legend: the states are labeled with abbreviations. So AR is Arunachal Pradesh, SK is Sikkim, HP is Himachal Pradesh, UT is Uttarakhand. These are the states that share a border with China.

Now, we need to find the Gross State Value Added (GSVA) for each of these states (AR, SK, HP, UT) from the map, then compute the median, and check if SK (Sikkim) is below that median.

First, let's get the values for each:

- AR (Arunachal Pradesh): The color on the map. Looking at the legend, the black color is 7,255.99 - 64,481.0. AR is black, so its value is in the lowest bracket: 7,255.99 - 64,481.0.

- SK (Sikkim): The color for SK. On the map, SK is labeled, and its color is black (same as AR), so also in the lowest bracket: 7,255.99 - 64,481.0.

- HP (Himachal Pradesh): The color for HP. Looking at the map, HP is labeled, and its color is purple (the second color in the legend: 64,481.0 - 191,100.0).

- UT (Uttarakhand): The color for UT. UT is labeled, and its color is purple (same as HP: 64,481.0 - 191,100.0).

Wait, let's check the map again. The legend has:

- Black: 7,255.99 - 64,481.0

- Dark purple: 64,481.0 - 191,100.0

- Maroon: 191,100.0 - 873,831.0

- Red: 873,831.0 - 2,340,666.33

- Orange: 2,340,666.33 - 3,101,861.67

- Yellow: 3,101,861.67 - 7,351,197.0

- Gray: N/A

Now, let's identify each state's color:

- AR (Arunachal Pradesh): black (lowest bracket)

- SK (Sikkim): black (lowest bracket)

- HP (Himachal Pradesh): dark purple (64,481.0 - 191,100.0)

- UT (Uttarakhand): dark purple (same as HP)

Wait, but are there other states bordering China? Let's confirm. The states bordering China are Arunachal Pradesh, Sikkim, Himachal Pradesh, and Uttarakhand. Yes, those are the four states.

So the four states in the region sharing border with China are AR, SK, HP, UT.

Now, their values:

- AR: black → 7,255.99 - 64,481.0

- SK: black → 7,255.99 - 64,481.0

- HP: dark purple → 64,481.0 - 191,100.0

- UT: dark purple → 64,481.0 - 191,100.0

Now, we need to find the median of these four values. First, list the values in order. The lowest bracket is 7,255.99 - 64,481.0 (two states: AR, SK), and the next bracket is 64,481.0 - 191,100.0 (two states: HP, UT).

To find the median, we need to order all the values. Let's consider the midpoints or the ranges. The median of four values is the average of the two middle values. Let's list the values:

AR: 7,255.99 - 64,481.0 (let's take the upper bound as 64,481.0)

SK: same as AR, upper bound 64,481.0

HP: 64,481.0 - 191,100.0 (lower bound 64,481.0, upper bound 191,100.0)

UT: same as HP, upper bound 191,100.0

So the four values (in terms of upper bounds) are: 64,481.0 (AR), 64,481.0 (SK), 191,100.0 (HP), 191,100.0 (UT). Wait, but actually, the values are ranges. The median is the middle value when ordered. Let's order the four states by their value ranges:

AR and SK are in the lowest range (7,255.99 - 64,481.0), which is lower than HP and UT's range (64,481.0 - 191,100.0).

So the four states' values are: two in the lowest range, two in the next range.

To find the median, we need to order all four values. Let's take the midpoint of each range for comparison. The lowest range's midpoint is (7,255.99 + 64,481.0)/2 ≈ 35,868.5. The next range's midpoint is (64,481.0 + 191,100.0)/2 ≈ 127,790.5.

So the four values (in order from lowest to highest) are: AR (lowest), SK (lowest), HP (next), UT (next).

Now, the median of four values is the average of the second and third values. So the second value is SK (lowest range), third value is HP (next range). So median = (value of SK + value of HP)/2.

But we need to check if Sikkim's value is below the median. Sikkim's value is in the lowest range (7,255.99 - 64,481.0), and the median is the average of the second and third values. The second value is SK (lowest range), third value is HP (next range). So the median is between the lowest range and the next range.

Wait, let's list all four values:

1. AR: 7,255.99 - 64,481.0

2. SK: 7,255.99 - 64,481.0

3. HP: 64,481.0 - 191,100.0

4. UT: 64,481.0 - 191,100.0

When ordered, the first two are the lowest, the next two are higher. So the median is the average of the second and third values. The second value is SK (which is in the lowest range), and the third value is HP (which is in the next range). So the median is between the upper bound of the lowest range (64,481.0) and the lower bound of the next range (64,481.0). Wait, the lowest range's upper bound is 64,481.0, and the next range's lower bound is 64,481.0. So the median is (64,481.0 + 64,481.0)/2 = 64,481.0.

Now, Sikkim's value is in the lowest range, which is up to 64,481.0. So Sikkim's value is ≤ 64,481.0. The median is 64,481.0. So is Sikkim's value below the median?

The median is 64,481.0. Sikkim's value is in the range 7,255.99 - 64,481.0, so its maximum value is 64,481.0. So Sikkim's value is ≤ 64,481.0. The median is 64,481.0. So is Sikkim's value below the median? Well, if Sikkim's value is exactly 64,481.0, it's equal, but the range is up to 64,481.0, so the maximum is 64,481.0. But the median is 64,481.0. So Sikkim's value is ≤ 64,481.0, which is equal to the median. But the question is ""below the median"". So if the median is 64,481.0, and Sikkim's value is ≤ 64,481.0, then it's not below (since it's equal or less). Wait, but let's check the ranges again.

The legend says:

- Black: 7,255.99 - 64,481.0 → so values from 7,255.99 up to but not including 64,481.0? Or including? Typically, in such ranges, it's inclusive of the lower and exclusive of the upper, but the problem is the exact value. But the key is that the black range is the lowest, and the next is dark purple starting at 64,481.0.

So the black range is all values < 64,481.0 (since the next range starts at 64,481.0). So Sikkim's value is in the black range, so it's < 64,481.0.

The median of the four states: two are in black (AR, SK), two are in dark purple (HP, UT). The dark purple range starts at 64,481.0, so HP and UT are ≥ 64,481.0.

So the four values are: two values < 64,481.0, two values ≥ 64,481.0.

To find the median, we order them: [value1, value2, value3, value4], where value1 and value2 are < 64,481.0, value3 and value4 are ≥ 64,481.0.

The median is the average of the second and third values. The second value is the second smallest, which is the larger of the two black values (but since they are in the same range, we can assume they are both < 64,481.0). The third value is the smaller of the two dark purple values (which are ≥ 64,481.0).

So the median is (second value + third value)/2. The second value is < 64,481.0, the third value is ≥ 64,481.0. So the median is (something < 64,481.0 + something ≥ 64,481.0)/2. The median will be greater than the second value (which is < 64,481.0) and less than the third value (which is ≥ 64,481.0).

But we need to check if Sikkim's value is below the median. Sikkim's value is one of the two black values, so it's the second smallest (since there are two black values, and two dark purple). So Sikkim's value is the second smallest, and the median is the average of the second and third values. Since the second value is",,saved_final_answer_too_long,0.0,0,not_extractable,,,,,,,,,,,,No extractable final answer.
mapwise_india_map94_2D_t25_idx0129,129,india,map94_2D,25,What is the median range of the states along west coast?,2340666.33 - 3101861.67,Range,d,N,truncated,3072,304.017,"Got it, let's tackle this problem. First, I need to identify the states along the west coast of India. The west coast typically includes states like Gujarat (GJ), Maharashtra (MH), Goa (GA), and maybe others? Wait, let's check the map labels. The west coast states in India are usually Gujarat, Maharashtra, Goa, and sometimes Karnataka (but Karnataka is more central). Wait, looking at the map:

- GJ: Gujarat
- MH: Maharashtra
- GA: Goa
- Also, maybe Karnataka (KA) is on the west coast? Wait, Karnataka is in the south, but the west coast is the western part. Let's list the states on the west coast. From the map, the west coast states are Gujarat (GJ), Maharashtra (MH), Goa (GA), and maybe Karnataka (KA) is also on the west coast. Wait, let's confirm the geographical regions. The west coast of India is the western part, so states like Gujarat, Maharashtra, Goa, and Karnataka (since Karnataka's western part is along the coast). Let's check the map labels:

Looking at the map:

- GJ: Gujarat (west coast)
- MH: Maharashtra (west coast)
- GA: Goa (west coast)
- KA: Karnataka (southwest, but part of west coast)
- Also, maybe some others? Wait, the map has labels: GJ, MH, GA, KA, etc.

Now, we need to find the states along the west coast. Let's list them:

1. Gujarat (GJ)
2. Maharashtra (MH)
3. Goa (GA)
4. Karnataka (KA) – since Karnataka's western part is along the coast.

Wait, let's check the map. The west coast states are Gujarat, Maharashtra, Goa, and Karnataka. Let's confirm each:

- Gujarat (GJ) is on the west coast.
- Maharashtra (MH) is on the west coast.
- Goa (GA) is a state on the west coast.
- Karnataka (KA) is also on the west coast (the western part of Karnataka is along the coast).

Now, we need to find the Gross State Value Added (GSVA) ranges for these states. Let's look at the map colors for each:

- GJ: The color for GJ. Let's check the legend. The colors are:

Black: 7,255.99 - 64,481.0

Dark purple: 64,481.0 - 191,100.0

Maroon: 191,100.0 - 873,831.0

Red: 873,831.0 - 2,340,666.33

Orange: 2,340,666.33 - 3,101,861.67

Yellow: 3,101,861.67 - 7,351,197.0

N/A: gray

Now, check each west coast state:

- GJ (Gujarat): The color is yellow. So range is 3,101,861.67 - 7,351,197.0

- MH (Maharashtra): The color is yellow. Same as GJ: 3,101,861.67 - 7,351,197.0

- GA (Goa): The color is dark purple. So range is 64,481.0 - 191,100.0

- KA (Karnataka): The color is orange. So range is 2,340,666.33 - 3,101,861.67

Wait, let's confirm each:

- GJ: On the map, Gujarat is labeled GJ. The color is yellow (since it's the lightest color, which is yellow in the legend). So yellow range: 3,101,861.67 - 7,351,197.0

- MH: Maharashtra is labeled MH. The color is yellow (same as GJ). So yellow range.

- GA: Goa is labeled GA. The color is dark purple (the second darkest, which is 64,481.0 - 191,100.0)

- KA: Karnataka is labeled KA. The color is orange (2,340,666.33 - 3,101,861.67)

Now, list the ranges for west coast states:

GJ: yellow (3,101,861.67 - 7,351,197.0)

MH: yellow (3,101,861.67 - 7,351,197.0)

GA: dark purple (64,481.0 - 191,100.0)

KA: orange (2,340,666.33 - 3,101,861.67)

Now, we need to find the median range. To find the median, we need to order the ranges by their numerical values. Let's list the ranges in order from lowest to highest:

1. Dark purple: 64,481.0 - 191,100.0 (GA)

2. Orange: 2,340,666.33 - 3,101,861.67 (KA)

3. Yellow: 3,101,861.67 - 7,351,197.0 (GJ, MH)

Now, how many states are there? 4 states. The median is the average of the 2nd and 3rd values. Wait, but the question is about the median range. So we need to list the ranges in order and find the middle value.

The four states have ranges:

- GA: 64,481.0 - 191,100.0 (lowest)

- KA: 2,340,666.33 - 3,101,861.67 (next)

- GJ: 3,101,861.67 - 7,351,197.0

- MH: 3,101,861.67 - 7,351,197.0 (same as GJ)

So ordered by the lower bound:

1. GA: 64,481.0 - 191,100.0

2. KA: 2,340,666.33 - 3,101,861.67

3. GJ: 3,101,861.67 - 7,351,197.0

4. MH: 3,101,861.67 - 7,351,197.0

Now, the median is the average of the 2nd and 3rd values. But since the ranges are intervals, we need to see which range is in the middle. Let's list the ranges in order of their lower bounds:

1. 64,481.0 - 191,100.0

2. 2,340,666.33 - 3,101,861.67

3. 3,101,861.67 - 7,351,197.0

So with 4 states, the median would be between the 2nd and 3rd. But since the 2nd is 2,340,666.33 - 3,101,861.67 and the 3rd is 3,101,861.67 - 7,351,197.0, the median range is the one that is in the middle. Wait, but maybe we need to check if there are 4 states, so the median is the average of the 2nd and 3rd. But since the ranges are discrete, the median range would be the one that is the middle value.

Wait, let's list the ranges with their lower bounds:

- GA: 64,481.0

- KA: 2,340,666.33

- GJ: 3,101,861.67

- MH: 3,101,861.67

So the order of lower bounds is: 64,481.0 < 2,340,666.33 < 3,101,861.67 = 3,101,861.67

So the four states' lower bounds are: 64,481.0, 2,340,666.33, 3,101,861.67, 3,101,861.67

When ordering, the sequence is:

1. 64,481.0 (GA)

2. 2,340,666.33 (KA)

3. 3,101,861.67 (GJ)

4. 3,101,861.67 (MH)

Now, to find the median, we take the average of the 2nd and 3rd values. The 2nd is 2,340,666.33 - 3,101,861.67, and the 3rd is 3,101,861.67 - 7,351,197.0. The median range would be the one that is between these two. But since the 2nd range ends at 3,101,861.67, and the 3rd starts at 3,101,861.67, the median is the range that is in the middle. Wait, but maybe the median is the range that has the middle value when ordered.

Alternatively, maybe the question is asking for the median range, meaning the range that is the middle one when all west coast states' ranges are ordered.

Let's list the ranges:

- GA: 64,481.0 - 191,100.0 (lowest)

- KA: 2,340,666.33 - 3,101,861.67 (next)

- GJ: 3,101,861.67 - 7,351,197.0

- MH: 3,101,861.67 - 7,351,197.0 (same as GJ)

So when ordered by the range's lower bound, the order is GA (lowest), then KA, then GJ and MH (same range).

Now, the median is the average of the 2nd and 3rd. The 2nd is KA's range (2,340,666.33 - 3,101,861.67), and the 3rd is GJ's range (3,101,861.67 - 7,351,197.0). But since the 3rd and 4th are the same, the median would be the range that is in the middle. Wait, but maybe the median range is the one that is the middle when considering all four states.

Alternatively, perhaps the question is asking for the median value, but since it's ranges, we need to find which range is the median.

Wait, let's count the number of states in each range:

- Dark purple (64,481.0 - 191,100.0): 1 state (GA)

- Orange (2,340,666.33 - 3,101,861.67): 1 state (KA)

- Yellow (3,101,861.67 - 7,351,197.0): 2 states (GJ, MH)

Now, to find the median, we need to order all the values. But since we have ranges, we can consider the midpoint or the lower/upper bounds. But the question is about the median range, so which range is the median.

The median is the middle value when all values are ordered. Since we have 4 states, the median is the average of the 2nd and 3rd. Let's list the lower bounds:

GA: 64,481.0

KA: 2,340,666.33

GJ: 3,101,861.67

MH: 3,101,861.67

So the ordered lower bounds are: 64,481.0, 2,340,666.33, 3,101,861.67, 3,101,861.67

The median is the average of the 2nd and 3rd: (2,340,666.33 + 3,101,861.67)/2 = 2,721,264.0. But the question is about the median range, not the median value. So we need to see which range this median falls into.

The median value is 2,7",,saved_final_answer_too_long,0.0,0,not_extractable,,,,,,,,,,,,No extractable final answer.
mapwise_india_map94_2D_t7_idx0130,130,india,map94_2D,7,Is the legend discrete or continuous?,Discrete,Single,d,N,complete,184,18.663,discrete,discrete,saved_final_answer,1.0,1,single_recall,1.0,1.0,1.0,,,,,,,"[""discrete""]","[""discrete""]",
mapwise_india_map94_2D_t31_idx0131,131,india,map94_2D,31,Yes or no: a majority of states to west of Jharkhand belong to range 2340666 - 7351197.,Yes,Binary,d,N,truncated,3072,303.424,"Got it, let's try to solve this problem step by step. First, I need to understand the question: ""Yes or no: a majority of states to west of Jharkhand belong to range 2340666 - 7351197."" 

First, let's identify Jharkhand (JH) on the map. Looking at the map, JH is labeled. Now, we need to find all states that are to the west of Jharkhand. So, we need to determine the geographical position of Jharkhand and then list the states west of it.

First, let's recall the map of India. Jharkhand is in the eastern part of India, roughly between Bihar (BH) and Odisha (OR), but let's check the labels. The states around Jharkhand: to the west of Jharkhand would be states like Bihar (BH), maybe Chhattisgarh (CG)? Wait, no, let's list all states. Wait, the map has labels: let's list the states with their abbreviations.

Looking at the map:

- JH is Jharkhand.

States west of Jharkhand: Let's think of the direction. West of Jharkhand would be states that are to the left (west) of Jharkhand's position. So, Jharkhand is in the eastern part, so west of it would include states like Bihar (BH), maybe Uttar Pradesh (UP), Madhya Pradesh (MP), etc. Wait, let's list all states and their positions.

First, identify Jharkhand (JH). Now, which states are west of JH? Let's see the map:

- To the west of JH, we have states like Bihar (BH), which is directly west of JH. Then, further west: Uttar Pradesh (UP), which is to the west of Bihar. Also, maybe Madhya Pradesh (MP), Chhattisgarh (CG)? Wait, the map labels: let's check the abbreviations.

Looking at the map:

- BH is Bihar, which is west of JH.

- UP is Uttar Pradesh, which is west of BH.

- MP is Madhya Pradesh, which is west of UP.

- Also, maybe Rajasthan (RJ), which is west of MP.

- Then, Gujarat (GJ), which is further west.

- Also, Haryana (HR), which is north of Delhi (DL), but let's check.

Wait, let's list all states west of Jharkhand. Let's consider the geographical layout. Jharkhand is in the eastern part of India, so west of it would be states to the left (west) of Jharkhand's position. So, the states west of Jharkhand are: Bihar (BH), Uttar Pradesh (UP), Madhya Pradesh (MP), Rajasthan (RJ), Gujarat (GJ), Haryana (HR), maybe Delhi (DL), and others?

Wait, let's check the map's labels. The map has:

- BH (Bihar) is west of JH.

- UP (Uttar Pradesh) is west of BH.

- MP (Madhya Pradesh) is west of UP.

- RJ (Rajasthan) is west of MP.

- GJ (Gujarat) is west of RJ.

- HR (Haryana) is north of Delhi (DL), which is west of JH? Maybe.

- Also, maybe Chhattisgarh (CG) is west of JH? Wait, the map labels: let's check the abbreviations. The map has labels like CH (Chhattisgarh?), but wait, the labels on the map: let's see the abbreviations.

Wait, the map's labels:

- JK (Jammu and Kashmir), HP (Himachal Pradesh), UT (Union Territory), PB (Punjab), CH (Chhattisgarh?), DL (Delhi), HR (Haryana), RJ (Rajasthan), MP (Madhya Pradesh), UP (Uttar Pradesh), MP (Madhya Pradesh), etc.

Wait, let's list all states with their abbreviations as per the map:

- JK: Jammu and Kashmir

- HP: Himachal Pradesh

- UT: Union Territory (probably Jammu and Kashmir, but maybe not)

- PB: Punjab

- CH: Chhattisgarh? Or maybe Chandigarh? Wait, no, the labels are state abbreviations.

Wait, the map has:

- PB (Punjab), CH (Chhattisgarh?), DL (Delhi), HR (Haryana), RJ (Rajasthan), MP (Madhya Pradesh), UP (Uttar Pradesh), MP (Madhya Pradesh), etc.

Wait, let's focus on the states west of Jharkhand (JH). Jharkhand is in the eastern part, so west of it would be states to the left. Let's list the states west of JH:

1. Bihar (BH) – directly west of JH.

2. Uttar Pradesh (UP) – west of BH.

3. Madhya Pradesh (MP) – west of UP.

4. Rajasthan (RJ) – west of MP.

5. Gujarat (GJ) – west of RJ.

6. Haryana (HR) – north of Delhi (DL), which is west of JH.

7. Maybe Delhi (DL) itself.

8. Also, Chhattisgarh (CG) – but is CG west of JH? Let's see, Chhattisgarh is in central India, west of Jharkhand.

Wait, but we need to count how many states are west of Jharkhand. Let's check the map's color coding for the range 2,340,666.33 - 3,101,861.67 (which is the orange color). The question is whether a majority of these west states belong to that range.

First, let's list all states west of Jharkhand and their colors.

First, identify Jharkhand (JH) on the map. JH is colored in a dark purple (the second color in the legend: 64,481.0 - 191,100.0? Wait, no, the legend:

Legend:

- Black: 7,255.99 - 64,481.0

- Dark purple: 64,481.0 - 191,100.0

- Purple: 191,100.0 - 873,831.0

- Red: 873,831.0 - 2,340,666.33

- Orange: 2,340,666.33 - 3,101,861.67

- Yellow: 3,101,861.67 - 7,351,197.0

- Gray: N/A

Wait, the ranges:

- Black: 7,255.99 - 64,481.0 (lowest)

- Dark purple: 64,481.0 - 191,100.0

- Purple: 191,100.0 - 873,831.0

- Red: 873,831.0 - 2,340,666.33

- Orange: 2,340,666.33 - 3,101,861.67

- Yellow: 3,101,861.67 - 7,351,197.0 (highest)

Wait, the question is about the range 2340666 - 7351197. Wait, the legend says ""2,340,666.33 - 3,101,861.67"" is orange, and ""3,101,861.67 - 7,351,197.0"" is yellow. So the range 2,340,666.33 to 7,351,197.0 would be orange + yellow.

Wait, the question says: ""range 2340666 - 7351197"". So 2,340,666 to 7,351,197. So that's the orange (2,340,666.33 - 3,101,861.67) and yellow (3,101,861.67 - 7,351,197.0) ranges.

Now, we need to find states west of Jharkhand (JH) and check how many are in orange or yellow.

First, identify Jharkhand (JH) on the map. Let's look at the map:

- JH is labeled, and its color: looking at the legend, JH is in the dark purple (64,481.0 - 191,100.0) or purple (191,100.0 - 873,831.0)? Wait, the map's JH is colored in a dark purple, which is the second color (64,481.0 - 191,100.0). Wait, no, the legend has:

- Black: 7,255.99 - 64,481.0

- Dark purple: 64,481.0 - 191,100.0

- Purple: 191,100.0 - 873,831.0

- Red: 873,831.0 - 2,340,666.33

- Orange: 2,340,666.33 - 3,101,861.67

- Yellow: 3,101,861.67 - 7,351,197.0

- Gray: N/A

So JH is dark purple (64,481.0 - 191,100.0).

Now, states west of JH: let's list them.

First, JH is in the eastern part. To the west of JH, the states are:

- Bihar (BH): let's check BH's color. BH is red (873,831.0 - 2,340,666.33).

- Uttar Pradesh (UP): UP is yellow (3,101,861.67 - 7,351,197.0).

- Madhya Pradesh (MP): MP is orange (2,340,666.33 - 3,101,861.67).

- Rajasthan (RJ): RJ is orange (2,340,666.33 - 3,101,861.67).

- Gujarat (GJ): GJ is yellow (3,101,861.67 - 7,351,197.0).

- Haryana (HR): HR is yellow (3,101,861.67 - 7,351,197.0).

- Delhi (DL): DL is red (873,831.0 - 2,340,666.33).

- Chhattisgarh (CG): Wait, is CG a state? The map has CH, which is probably Chhattisgarh. Let's check CH's color. CH is dark purple (64,481.0 - 191,100.0).

- Punjab (PB): PB is yellow (3,101,861.67 - 7,351,197.0).

- Also, maybe Uttarakhand (UT), but UT is a union territory, and it's labeled as UT. Let's check UT's color: UT is dark purple (64,481.0 - 191,100.0).

Wait, let's list all states west of JH:

1. Bihar (BH) - red

2. Uttar Pradesh (UP) - yellow

3. Madhya Pradesh (MP) - orange

4. Rajasthan (RJ) - orange

5. Gujarat (GJ) - yellow

6. Haryana (HR) - yellow

7. Delhi (DL) - red

8. Chhattisgarh (CH) - dark purple

9. Punjab (PB) - yellow

10. Maybe Himachal Pradesh (HP) - but HP is north of JH, is it west? HP is in the north, west of JH? Let's see, HP is labeled, and it's dark purple (64,481.0 - 191,100.0).

Wait, but we need to be precise. Let's count how many states are west of Jharkhand.

First, let's confirm the geographical position. Jharkhand is in the eastern part of India, so west of it would be states to the left (west) of Jharkhand's location. So, the states west of Jharkhand are:

- Bihar (BH)

- Uttar Pradesh (UP)

- Madhya Pradesh (MP)

- Rajasthan (RJ)

- Gujarat (GJ)

- Haryana (HR)

- Delhi (DL)

- Chhattisgarh (CH)

- Punjab (PB)

- Maybe Uttarakhand (UT), but UT is a union territory, and it's labeled as UT. Let's check the map: UT is in the north, west of JH? Yes, UT is",,saved_final_answer_too_long,0.0,0,not_extractable,,,,,,,,,,,,No extractable final answer.
mapwise_india_map94_2D_t36_idx0132,132,india,map94_2D,36,Name the easternmost state in the range 191100 - 873831.,Tripura,Single,d,N,complete,1540,152.711,MN,MN,saved_final_answer,0.0,0,single_recall,0.0,0.0,0.0,,,,,,,"[""tripura""]","[""manipur""]",
mapwise_india_map94_2D_t5_idx0133,133,india,map94_2D,5,Yes or no: the legend has different shades of the same colour?,No,Binary,d,N,complete,689,69.517,yes,yes,saved_final_answer,0.0,0,binary_exact_match,,,,,,,,,,no,yes,
mapwise_india_map94_2D_t3_idx0134,134,india,map94_2D,3,What is the overall range of the legend?,7255.99 - 7351197,Range,d,N,complete,778,76.667,"7,255.99 - 7,351,197.0","7,255.99 - 7,351,197.0",saved_final_answer,1.0,1,discrete_range_exact_match,,,,,,,,,exact,"[7255.99, 7351197.0]","[7255.99, 7351197.0]",Discrete: exact normalized range match only.
