qa_id,sample_index,country,map_no,template_no,question,ground_truth,ground_truth_type,legend_style,relative_region,generation_status,generated_tokens,inference_seconds,final_answer,evaluated_answer,answer_extraction_method,primary_score,strict_exact_match,metric,precision,recall,f1,rankwise_precision,mrr,map,rank_parse_success,rank_format_compliant,range_relation,normalized_ground_truth,normalized_prediction,evaluation_note
mapwise_india_map42_3D_t34_idx0092,92,india,map42_3D,34,Yes or no: West Bengal is the easternmost state that has a higher value compared to all its neighbours.,Yes,Binary,d,Y,complete,2740,142.497,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_india_map42_3D_t2_idx0093,93,india,map42_3D,2,Yes or no: in the legend the colour darkness is directly proportional to the value.,Yes,Binary,d,N,complete,111,6.395,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_india_map42_3D_t41_idx0094,94,india,map42_3D,41,Are there significant gaps between certain ranges?,Yes,Single,d,N,complete,2421,125.706,No,No,saved_final_answer,0.0,0,single_recall,0.0,0.0,0.0,,,,,,,"[""yes""]","[""no""]",
mapwise_india_map42_3D_t30_idx0095,95,india,map42_3D,30,Does Himachal Pradesh have the same value to Meghalaya amongst the states in Himalayan region.,No,Binary,d,N,complete,1301,69.104,No,No,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_india_map42_3D_t25_idx0096,96,india,map42_3D,25,What is the median range of the states bordering Bangladesh?,"100.0 - 1,000.0",Range,d,Y,complete,1201,62.962,-0.01 - 100.0,-0.01 - 100.0,saved_final_answer,0.0,0,discrete_range_exact_match,,,,,,,,,no_match,"[100.0, 1000.0]","[-0.01, 100.0]",Discrete: exact normalized range match only.
mapwise_india_map42_3D_t4_idx0097,97,india,map42_3D,4,What value range does the lightest shade represent?,-0.01 - 100.00,Range,d,N,complete,75,4.468,-0.01 - 100.0,-0.01 - 100.0,saved_final_answer,1.0,1,discrete_range_exact_match,,,,,,,,,exact,"[-0.01, 100.0]","[-0.01, 100.0]",Discrete: exact normalized range match only.
mapwise_india_map42_3D_t23_idx0098,98,india,map42_3D,23,How many states bordering Jharkhand have a value lower than 10733.33?,3,Count,d,Y,truncated,3072,157.349,"Got it, let's try to solve this problem step by step. First, I need to identify which states border Jharkhand. Let me recall the map of India and the states around Jharkhand. Jharkhand (JH) is in the eastern part of India. The neighboring states of Jharkhand are typically Bihar (BH), West Bengal (WB), Chhattisgarh (CG), Odisha (OR), and maybe others? Wait, let's check the map labels.

Looking at the map: JH is labeled. Now, the states adjacent to JH. Let's see the map. The states around JH: to the north is probably Bihar (BH), to the east is West Bengal (WB), to the south is Odisha (OR), and maybe Chhattisgarh (CG)? Wait, let's confirm the labels. The map has labels like BH (Bihar), JH (Jharkhand), OR (Odisha), WB (West Bengal), and maybe CG (Chhattisgarh). Let's check the legend for the color codes.

The question is: how many states bordering Jharkhand have a value lower than 10,733.33. First, find the value range for ""lower than 10,733.33"". The legend has:

- -0.01 - 100.0 (lightest green)
- 100.0 - 1,000.0 (next green)
- 1,000.0 - 5,700.0 (teal)
- 5,700.0 - 10,733.33 (darker teal)
- 10,733.33 - 40,133.33 (dark blue)
- 40,133.33 - 230,200.0 (very dark blue)
- N/A (gray)

Wait, the question is ""lower than 10,733.33"". So the ranges below 10,733.33 are:

- -0.01 - 100.0
- 100.0 - 1,000.0
- 1,000.0 - 5,700.0
- 5,700.0 - 10,733.33

Wait, no: the legend says ""5,700.0 - 10,733.33"" is a category. So ""lower than 10,733.33"" would include all categories up to 5,700.0 - 10,733.33? Wait, no: the categories are:

- -0.01 - 100.0: lower than 100.0
- 100.0 - 1,000.0: between 100 and 1000
- 1,000.0 - 5,700.0: between 1000 and 5700
- 5,700.0 - 10,733.33: between 5700 and 10733.33
- 10,733.33 - 40,133.33: between 10733.33 and 40133.33
- etc.

So ""lower than 10,733.33"" includes all categories where the value is less than 10,733.33, which are:

- -0.01 - 100.0
- 100.0 - 1,000.0
- 1,000.0 - 5,700.0
- 5,700.0 - 10,733.33

Now, we need to find the states that border Jharkhand (JH) and check their color (i.e., their value range) to see if they are in any of these lower categories.

First, identify the states bordering Jharkhand. Let's recall the geography of Jharkhand. Jharkhand is in eastern India, bordered by:

- Bihar (BH) to the north
- West Bengal (WB) to the east
- Odisha (OR) to the south
- Chhattisgarh (CG) to the west
- And maybe Uttar Pradesh (UP) to the north-west? Wait, no. Let's check the map labels.

Looking at the map:

- JH is labeled. Let's see the neighboring states. The map has labels: BH (Bihar), JH (Jharkhand), OR (Odisha), WB (West Bengal), CG (Chhattisgarh), and maybe UP (Uttar Pradesh)? Wait, UP is labeled on the map. Let's check the positions.

In the map, Jharkhand (JH) is in the eastern part. To the north of JH is Bihar (BH), to the east is West Bengal (WB), to the south is Odisha (OR), to the west is Chhattisgarh (CG), and maybe to the north-west is Uttar Pradesh (UP)? Wait, let's check the map's state labels.

Looking at the map:

- The state labeled ""UP"" is Uttar Pradesh, which is to the north of Jharkhand? Let's see. The map shows UP as a large state in the center, so yes, UP is north of JH.

Wait, let's list all states adjacent to Jharkhand. From standard Indian geography, Jharkhand's neighbors are:

1. Bihar (BH)
2. West Bengal (WB)
3. Odisha (OR)
4. Chhattisgarh (CG)
5. Uttar Pradesh (UP)

Wait, is that correct? Let me confirm. Yes, Jharkhand shares borders with Bihar (north), West Bengal (east), Odisha (south), Chhattisgarh (west), and Uttar Pradesh (north-west).

Now, let's check each of these states on the map to see their color (value range).

First, list the states bordering Jharkhand: BH (Bihar), WB (West Bengal), OR (Odisha), CG (Chhattisgarh), UP (Uttar Pradesh).

Now, check each of these states' color:

1. Bihar (BH): What color is BH on the map? Looking at the map, BH is labeled. Let's see the color. The legend: the colors are from light green to dark blue. Let's check the map. BH is in the eastern part, next to JH. The color for BH: let's see. The map has BH as a state. Let's check the color. The legend has ""1,000.0 - 5,700.0"" as a color (teal), ""5,700.0 - 10,733.33"" as darker teal, etc. Wait, need to see the exact color.

Wait, the map's legend:

- Lightest green: -0.01 - 100.0
- Next green: 100.0 - 1,000.0
- Teal: 1,000.0 - 5,700.0
- Darker teal: 5,700.0 - 10,733.33
- Dark blue: 10,733.33 - 40,133.33
- Very dark blue: 40,133.33 - 230,200.0
- Gray: N/A

Now, let's check each bordering state:

1. Bihar (BH): On the map, BH is colored. Let's see. The color for BH: looking at the map, BH is a state that's adjacent to JH. Let's check the color. The map shows BH as a state with a color that's in the ""1,000.0 - 5,700.0"" range (teal). Wait, no: the legend says ""1,000.0 - 5,700.0"" is a specific color. Let's see the map. The state BH (Bihar) is colored in a shade that's between the light green and the darker teal. Wait, maybe it's the ""5,700.0 - 10,733.33"" range? Wait, no. Let's think differently.

Wait, the question is about states bordering Jharkhand. Let's list all states adjacent to JH:

- UP (Uttar Pradesh)
- BH (Bihar)
- WB (West Bengal)
- OR (Odisha)
- CG (Chhattisgarh)

Now, check each of these states' color:

1. UP (Uttar Pradesh): On the map, UP is a large state. Let's see its color. The map shows UP as a dark blue color. Dark blue is the ""10,733.33 - 40,133.33"" range. So UP's value is in the 10,733.33+ range, which is higher than 10,733.33. So UP is not included.

2. BH (Bihar): Let's check. Bihar is adjacent to JH. What's the color of BH? Looking at the map, BH is colored in a shade that's in the ""5,700.0 - 10,733.33"" range (darker teal). Wait, the legend says ""5,700.0 - 10,733.33"" is a category. So if BH is in that category, then its value is between 5,700 and 10,733.33, which is lower than 10,733.33? Wait, no: ""lower than 10,733.33"" would include all values less than 10,733.33. So the category ""5,700.0 - 10,733.33"" is up to but not including 10,733.33? Wait, the legend says ""5,700.0 - 10,733.33"", so that's values from 5,700.0 up to 10,733.33. So any value in that range is less than 10,733.33? Wait, no: 10,733.33 is the upper limit. So values in 5,700.0 - 10,733.33 are less than 10,733.33? Wait, no: 10,733.33 is the upper bound, so values up to 10,733.33 are included. So ""lower than 10,733.33"" would be all values less than 10,733.33, which includes the categories up to 5,700.0 - 10,733.33 (since 10,733.33 is the upper limit of that category). Wait, the next category is 10,733.33 - 40,133.33, so the category 5,700.0 - 10,733.33 is all values less than 10,733.33? No, because 10,733.33 is the upper limit, so values in that category are up to 10,733.33. So ""lower than 10,733.33"" would be all values less than 10,733.33, which includes:

- -0.01 - 100.0
- 100.0 - 1,000.0
- 1,000.0 - 5,700.0
- 5,700.0 - 10,733.33 (but not including 10,733.33 itself)

Wait, but the category is ""5,700.0 - 10,733.33"", which probably means 5,700.0 ≤ value < 10,733.33. So values in that category are less than 10,733.33. So all categories up to and including 5,700.0 - 10,733.33 are less than 10,733.33.

Now, let's check each bordering state:

1. UP (Uttar Pradesh): Color is dark blue, which is ""10,733.33 - 40,133.33"". So value is ≥10,733.33. So not included.

2. BH (Bihar): Let's check the color. On the map, BH is colored in a shade that's in the ""5,700.0 - 10,733.33"" range (darker teal). So value is between 5,700 and 10,733.33, which is less than 10,733.33. So included.

3. WB (West Bengal): What's WB's color? WB is adjacent to JH. On the map, WB is colored in a very dark blue (the darkest",,saved_final_answer_too_long,0.0,0,not_extractable,,,,,,,,,,,,No extractable final answer.
mapwise_india_map42_3D_t36_idx0099,99,india,map42_3D,36,Name the southernmost state in the range 1000.00 - 5700.00.,Goa,Single,d,N,complete,1052,54.998,KL,KL,saved_final_answer,0.0,0,single_recall,0.0,0.0,0.0,,,,,,,"[""goa""]","[""kerala""]",
mapwise_india_map72_4D_t16_idx0100,100,india,map72_4D,16,Between which two legend markings does Gujarat fall in?,"71,223.0 - 207,392.2",Range,d,N,complete,1270,67.131,"25,582.6 - 71,223.0 and 207,392.2 - 399,416.0","25,582.6 - 71,223.0 and 207,392.2 - 399,416.0",saved_final_answer,0.0,0,range_no_match,,,,,,,,,no_match,"[71223.0, 207392.2]",25582.6-71223.0and207392.2-399416.0,Open-ended/single-value legend categories require normalized exact matching; bounded intervals additionally support numeric comparison.
mapwise_india_map72_4D_t6_idx0101,101,india,map72_4D,6,Yes or no: the map depicts absolute values.,Yes,Binary,d,N,complete,122,6.959,no,no,saved_final_answer,0.0,0,binary_exact_match,,,,,,,,,,yes,no,
mapwise_india_map72_4D_t21_idx0102,102,india,map72_4D,21,Yes or no: Goa has the least value among the west coast states.,Yes,Binary,d,N,complete,444,23.693,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_india_map72_4D_t24_idx0103,103,india,map72_4D,24,"Yes or no: the median state range in South India is 71,223.0 - 207,392.2.",Yes,Binary,d,N,complete,1399,73.357,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_india_map72_4D_t12_idx0104,104,india,map72_4D,12,What is the highest value range along the Bhutan border?,"207,392.2 - 399,416.0",Range,d,N,complete,2041,107.229,"6,324.8 - 25,582.6","6,324.8 - 25,582.6",saved_final_answer,0.0,0,discrete_range_exact_match,,,,,,,,,no_match,"[207392.2, 399416.0]","[6324.8, 25582.6]",Discrete: exact normalized range match only.
mapwise_india_map72_4D_t31_idx0105,105,india,map72_4D,31,"Yes or no: a majority of states bordering Pakistan have values less greater than 6,324.8.",Yes,Binary,d,N,complete,713,37.791,no,no,saved_final_answer,0.0,0,binary_exact_match,,,,,,,,,,yes,no,
mapwise_india_map72_4D_t35_idx0106,106,india,map72_4D,35,How many states in the east coast have a value similar to Maharashtra?,2,Count,d,N,complete,1425,74.891,4,4,saved_final_answer,0.0,0,count_exact_match,,,,,,,,,,2,4,
mapwise_india_map72_4D_t4_idx0107,107,india,map72_4D,4,What value range does the darkest shade represent?,"207,392.2 - 399,416.0",Range,d,N,complete,96,5.65,"207,392.2 - 399,416.0","207,392.2 - 399,416.0",saved_final_answer,1.0,1,range_exact_match,,,,,,,,,exact,207392.2-399416.0,207392.2-399416.0,
mapwise_india_map72_4D_t18_idx0108,108,india,map72_4D,18,Yes or no: the value of Odisha is similar to its neighbouring state Andhra Pradesh.,No,Binary,d,Y,complete,134,7.539,no,no,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_india_map72_4D_t19_idx0109,109,india,map72_4D,19,Yes or no: the value of the state Nagaland is higher than Gujarat.,No,Binary,d,N,complete,355,18.818,no,no,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_india_map90_8D_t39_idx0110,110,india,map90_8D,39,Yes or no: all states that either share border with Pakistan or China have values in range 33.83 - 68.2.,No,Binary,d,N,complete,1513,79.128,no,no,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_india_map90_8D_t18_idx0111,111,india,map90_8D,18,Yes or no: the value of the Madhya Pradesh is similar to its neighbouring state Uttar Pradesh.,Yes,Binary,d,Y,complete,137,7.845,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_india_map90_8D_t5_idx0112,112,india,map90_8D,5,Yes or no: the legend has different shades of the same colour?,No,Binary,d,N,complete,181,9.984,yes,yes,saved_final_answer,0.0,0,binary_exact_match,,,,,,,,,,no,yes,
mapwise_india_map90_8D_t17_idx0113,113,india,map90_8D,17,Count the states with the values that have missing value in the south India.,1,Count,d,N,complete,1220,63.815,1,1,saved_final_answer,1.0,1,count_exact_match,,,,,,,,,,1,1,
mapwise_india_map90_8D_t38_idx0114,114,india,map90_8D,38,Yes or no: the value of Bihar is above the median value amongst states where river Ganga flows through.,No,Binary,d,N,complete,2509,129.479,no,no,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_india_map90_8D_t19_idx0115,115,india,map90_8D,19,Yes or no: the value of the Mizoram is similar to Delhi.,No,Binary,d,N,complete,358,19.181,yes,yes,saved_final_answer,0.0,0,binary_exact_match,,,,,,,,,,no,yes,
mapwise_india_map90_8D_t16_idx0116,116,india,map90_8D,16,What value range does Chhattisgarh fall in?,33.83 - 68.2,Range,d,N,complete,213,11.71,33.83 - 68.2,33.83 - 68.2,saved_final_answer,1.0,1,range_exact_match,,,,,,,,,exact,33.83-68.2,33.83-68.2,
mapwise_india_map90_8D_t31_idx0117,117,india,map90_8D,31,Yes or no: a majority of states in central India belong to greater than 33.83.,Yes,Binary,d,N,truncated,3072,158.487,"Got it, let's try to figure this out. First, I need to understand what the question is asking. It's about whether a majority of states in central India belong to the category greater than 33.83. The legend has three categories: 9.69-33.83 (lightest green), 33.83-68.2 (medium green), 68.2-116.9 (dark green), and N/A (gray).

First, I need to identify which states are in central India. Central India typically includes states like Madhya Pradesh (MP), Chhattisgarh (CG), Maharashtra (MH), Gujarat (GJ), Rajasthan (RJ), etc. Wait, but let's check the map labels. The map has state abbreviations. Let's list the states in central India. Central India usually refers to the region around the heart of the country, so states like MP, CG (but CG is not labeled here—wait, the map has MP, but maybe CG is not present? Wait, the map labels: let's see the abbreviations. The map shows states like MP (Madhya Pradesh), UP (Uttar Pradesh), which is more northern, but central India might include MP, maybe also Chhattisgarh (CG), but in the map, is CG present? Wait, the map has MP, but maybe Chhattisgarh is not labeled here. Wait, the problem is to use the map provided.

First, let's list all the states on the map. The abbreviations are: JK, HP, UT, DL, PB, CH, RJ, HR, MP, UP, OR, CT, MH, TS, AP, WB, JH, AS, AR, NL, MN, TR, MI, SK, BH, ME, LD, KL, PD, GJ, DN, etc. Wait, need to identify which are central India.

Central India typically includes states like Madhya Pradesh (MP), Chhattisgarh (CG), Maharashtra (MH), Gujarat (GJ), Rajasthan (RJ), etc. Let's check the map:

- MP: Madhya Pradesh. What color is MP? Looking at the map, MP is in the medium green (33.83-68.2) category.
- MH: Maharashtra. The map shows MH as dark green (68.2-116.9).
- RJ: Rajasthan. Dark green (68.2-116.9).
- GJ: Gujarat. Dark green (68.2-116.9).
- UP: Uttar Pradesh. Medium green (33.83-68.2).
- CG: Chhattisgarh. Wait, is CG on the map? The map has ""CT"" which is Chhattisgarh? Wait, the abbreviation for Chhattisgarh is CG, but maybe the map uses CT. Let's check: the map has ""CT"" as a state. So CT is Chhattisgarh. What color is CT? Looking at the map, CT is medium green (33.83-68.2).

Now, let's list the central India states. Let's assume central India includes MP, CT (Chhattisgarh), MH, RJ, GJ, maybe UP? Wait, UP is more northern, but sometimes considered central. Let's count how many states in central India are in the ""greater than 33.83"" category. The ""greater than 33.83"" would be the medium green (33.83-68.2) and dark green (68.2-116.9), because 33.83 is the lower bound of the medium green. Wait, the question says ""greater than 33.83"", so that's all states with credit-deposit ratio >33.83. So the medium green (33.83-68.2) is 33.83 and above, so yes, that's greater than 33.83. The dark green is also greater than 33.83.

Wait, the legend:

- 9.69 - 33.83: this is up to 33.83, so not greater than 33.83.

- 33.83 - 68.2: this is 33.83 and above, so greater than 33.83.

- 68.2 - 116.9: also greater than 33.83.

So the states in 33.83-68.2 or 68.2-116.9 are the ones with ratio >33.83.

Now, let's identify central India states. Let's list the states that are typically considered central India:

- Madhya Pradesh (MP)
- Chhattisgarh (CT)
- Maharashtra (MH)
- Rajasthan (RJ)
- Gujarat (GJ)
- Maybe also parts of UP, but UP is more northern.

Let's check each:

- MP: medium green (33.83-68.2) → >33.83: yes.

- CT: Chhattisgarh (CT on map) → medium green (33.83-68.2) → yes.

- MH: Maharashtra → dark green (68.2-116.9) → yes.

- RJ: Rajasthan → dark green → yes.

- GJ: Gujarat → dark green → yes.

- UP: Uttar Pradesh → medium green → yes.

Wait, how many central India states are there? Let's count. Let's see:

MP, CT, MH, RJ, GJ, UP. That's 6 states. Now, are there any other states in central India? Maybe some others, but let's check the map.

Now, let's check which of these are in the ""greater than 33.83"" category.

MP: medium green → yes.

CT: medium green → yes.

MH: dark green → yes.

RJ: dark green → yes.

GJ: dark green → yes.

UP: medium green → yes.

Now, are there any states in central India that are in the 9.69-33.83 category? Let's see. The 9.69-33.83 is the lightest green. Are any central India states in that? Let's check:

Looking at the map, the lightest green (9.69-33.83) states: HP, UT, maybe others. HP is Himachal Pradesh, which is more northern. UT is Union Territory, not central. So central India states: MP, CT, MH, RJ, GJ, UP. All of these are either medium or dark green, so all are >33.83.

Wait, but how many states are in central India? Let's count the states in central India. Let's list all states and see which are central.

Central India is a region, so states like MP, CG (CT), MH, RJ, GJ, maybe also parts of UP, but UP is more northern. Let's count the states in central India as per the map:

- MP: yes.

- CT: yes.

- MH: yes.

- RJ: yes.

- GJ: yes.

- UP: yes.

- Maybe also some others, but let's see. Now, how many states are there in total in India? 29 states and UTs. But the question is about ""a majority of states in central India"". So we need to know how many states are in central India, and how many of them are >33.83.

Wait, but maybe the question is about the states that are in central India. Let's check the map for central India states.

Looking at the map:

- MP (Madhya Pradesh) is in the central part, medium green.

- CT (Chhattisgarh) is also central, medium green.

- MH (Maharashtra) is central, dark green.

- RJ (Rajasthan) is central, dark green.

- GJ (Gujarat) is central, dark green.

- UP (Uttar Pradesh) is northern, but sometimes considered central. Wait, UP is more northern, but maybe the question's central India includes UP.

Wait, but let's check the color of each central India state:

MP: medium green (33.83-68.2) → >33.83.

CT: medium green → yes.

MH: dark green → yes.

RJ: dark green → yes.

GJ: dark green → yes.

UP: medium green → yes.

Now, are there any central India states that are in the 9.69-33.83 category? Let's see. The lightest green (9.69-33.83) states on the map: HP, UT, maybe others. HP is Himachal Pradesh, which is in the north, not central. UT is Jammu and Kashmir, which is north. So central India states are all in medium or dark green.

Now, how many states are in central India? Let's count:

MP, CT, MH, RJ, GJ, UP. That's 6 states. Are there more? Maybe some others, but let's see. For example, maybe some parts of MP, but the states are discrete.

Wait, but the question is ""a majority of states in central India"". So if there are, say, 6 states in central India, and all 6 are >33.83, then majority (which is more than half) is yes.

But wait, maybe I'm miscounting. Let's check the map again.

Looking at the map:

- The states in central India (as per common knowledge) are:

  - Madhya Pradesh (MP)

  - Chhattisgarh (CT)

  - Maharashtra (MH)

  - Rajasthan (RJ)

  - Gujarat (GJ)

  - Uttar Pradesh (UP)

  - Maybe also some others, but let's see.

Now, let's check each:

- MP: medium green (33.83-68.2) → >33.83: yes.

- CT: medium green → yes.

- MH: dark green → yes.

- RJ: dark green → yes.

- GJ: dark green → yes.

- UP: medium green → yes.

Now, are there any central India states that are in the 9.69-33.83 category? Let's see. The lightest green (9.69-33.83) states on the map: HP, UT, maybe some others. HP is Himachal Pradesh, which is in the north, not central. UT is Jammu and Kashmir, which is north. So central India states are all in medium or dark green.

Now, how many states are in central India? Let's count the states that are typically considered central. Let's list all states and see which are in central India:

1. MP (Madhya Pradesh) - central

2. CT (Chhattisgarh) - central

3. MH (Maharashtra) - central

4. RJ (Rajasthan) - central

5. GJ (Gujarat) - central

6. UP (Uttar Pradesh) - sometimes considered central, sometimes northern

7. Maybe some others, but let's see.

Wait, but the question is about ""a majority of states in central India"". So if all central India states are in the >33.83 category, then the answer is yes.

Wait, but let's check if any central India state is in the 9.69-33.83 category. Let's look at the map:

The lightest green (9.69-33.83) states are: HP, UT, maybe some others. HP is Himachal Pradesh, which is in the north, not central. UT is Jammu and Kashmir, which is north. So central India states are not in the lightest green.

Now, let's count the number of central India states. Let's assume central India includes MP, CT, MH, RJ, GJ, UP. That's 6 states. All of these are in medium or dark green (so >33.83). So 6 out of 6 is a majority.

But wait, maybe there are more states in central India. Let's check the map for other states. For example, maybe some parts of MP, but the states are discrete.

Alternatively, maybe the question is considering all states, but no, it's ""states in central India"".

Wait, but let's think differently. The question is: ""a majority of states in central India belong to greater than 33.83"".

So first, how many states are in central India? Let's count the states that are in central India as per the map.

Looking at the map, the states in central India (based on geography):

- Madhya Pradesh (MP)

- Chhattisgarh (CT)

- Maharashtra (MH)

- Rajasthan (RJ)

- Gujarat (GJ)

- Uttar Pradesh (UP)

- Maybe also some others, but let's see.

Now, check the color of each:

- MP: medium green (33.83-68.2) → >33.83: yes.

- CT: medium green → yes.

- MH: dark green → yes.

- RJ: dark green → yes.

- GJ: dark green → yes.

- UP: medium green → yes.

Now, are there any other states in central India? Let's see. For example, maybe some parts of MP, but the states are discrete. So these 6 states are in central India.

Now, are all 6 states in the >33.83 category? Yes, because MP, CT, MH, RJ, GJ, UP are all in medium or dark green.

Now, is 6 a majority? Well, if there are 6 states in central India, then 6 is the total, so majority (more than half) is 4 or more. 6 is more than half, so yes.

But wait, maybe I'm missing some states. Let's check",,saved_final_answer_too_long,0.0,0,not_extractable,,,,,,,,,,,,No extractable final answer.
mapwise_india_map90_8D_t2_idx0118,118,india,map90_8D,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,No,Binary,d,N,complete,179,9.858,no,no,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_india_map94_2C_t21_idx0119,119,india,map94_2C,21,Yes or no: West Bengal has the second highest value in states bordering Nepal.,Yes,Binary,c,Y,complete,947,49.555,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_india_map94_2C_t24_idx0120,120,india,map94_2C,24,Yes or no: the median state value in regions where Godavari river flows lies between 2M and 3M.,No,Binary,c,N,complete,2536,130.2,no,no,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_india_map94_2C_t42_idx0121,121,india,map94_2C,42,"Yes/No: Punjab has a similar value to Karnataka, and also have a higher value than Assam.",Yes,Binary,c,N,complete,501,26.76,Yes,Yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_india_map94_2C_t10_idx0122,122,india,map94_2C,10,Is the value of Odisha closer to 2M or 3M?,2M,Single,c,N,complete,740,39.2,2M,2M,saved_final_answer,1.0,1,single_recall,1.0,1.0,1.0,,,,,,,"[""2m""]","[""2m""]",
mapwise_india_map94_2C_t3_idx0123,123,india,map94_2C,3,What is the overall range of the legend?,1M - 7M,Range,c,N,complete,85,4.959,0 to 7M,0 to 7M,saved_final_answer,0.5,0,continuous_range_score,,,,,,,,,overlap,"[1000000.0, 7000000.0]","[0.0, 7000000.0]","Continuous: exact=1, strict overlap=0.5, touching=0."
mapwise_india_map94_2C_t32_idx0124,124,india,map94_2C,32,Yes or no: Assam is an outlier compared to other states in Northeast India.,Yes,Binary,c,N,complete,1679,87.099,no,no,saved_final_answer,0.0,0,binary_exact_match,,,,,,,,,,yes,no,
mapwise_india_map94_2C_t5_idx0125,125,india,map94_2C,5,Yes or no: the legend has different shades of the same colour?,No,Binary,c,N,complete,144,8.089,yes,yes,saved_final_answer,0.0,0,binary_exact_match,,,,,,,,,,no,yes,
