sample_id,screening_id,source_row,image_name,question,correct_answer,answer_type,question_type,tag_combo,map_type,geographic_level,reward_pattern,correct_generations,num_generations,mean_reward,diagnostic_class,selection_reason
1248,1248,1381,144.jpg,Which entrance is closest to the Outpatient Radiology ?,West Entrance South,Single Entity,['Comparative'],Comparative,_layout,_building,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
1249,1249,1382,144.jpg,Which department comes last on Floor 2 when going from floor 2 to floor 1?,Big Horn Surgical,Single Entity,['Other'],Other,_layout,_building,"0,0,1,0",1,4,0.25,mixed,retain_all_mixed_signal
1251,1251,1384,144.jpg,"If we enter from main entrance south, What is the first thing we see at left ?",Stairs,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_layout,_building,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
1254,1254,1388,144.jpg,What department will be seen if person goes south of the Diabetes Education department on the map?,Outpatient Lab,Single Entity,"['Visual', 'Positional']",Positional+Visual,_layout,_building,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional+Visual_hard_all_wrong
1256,1256,1391,145.png,Which large southern U.S. state is shown in red (allowed) while most of its neighbours are blue?,Texas,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_choropleth,_country,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional+Visual_easy_all_correct
1257,1257,1392,145.png,Which colour category covers the fewest number of states on the map?,red,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_choropleth,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Visual_hard_all_wrong
1264,1264,1401,146.jpg,Which Indonesian city is labeled on the migration route map?,Makassar,Single Entity,['Visual'],Visual,_network,_subcontinent,"1,0,0,0",1,4,0.25,mixed,retain_all_mixed_signal
1270,1270,1409,146.jpg,what is the highest distance mentioned?,800 mi,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_network,_subcontinent,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
1272,1272,1412,147.png,Which western state has the lightest shade?,Idaho,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_choropleth,_country,"0,1,0,0",1,4,0.25,mixed,retain_all_mixed_signal
1274,1274,1416,147.png,"Compare the performance of California and Florida, which has more profit",Florida,Single Entity,['Comparative'],Comparative,_choropleth,_country,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative_easy_all_correct
1276,1276,1419,147.png,Which western state has the lightest shade?,Colorado,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_choropleth,_country,"1,1,0,1",3,4,0.75,mixed,retain_all_mixed_signal
1292,1292,1435,149.jpg,What bay at the mouth of the harbor is included in the bus tour?,Watsons Bay,Single Entity,['Other'],Other,_mixed,_city,"0,1,1,0",2,4,0.5,mixed,retain_all_mixed_signal
1293,1293,1436,149.jpg,Which major park in the city centre appears toward the end of the bus tour?,The Domain,Single Entity,['Visual'],Visual,_mixed,_city,"1,1,1,0",3,4,0.75,mixed,retain_all_mixed_signal
1298,1298,1441,150.png,Is the injury mortality rate higher in the U.S. or Brazil based on this map?,No,Boolean,['Comparative'],Comparative,_choropleth,_world,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
1300,1300,1443,150.png,How many countries have highest injury mortality rates?,14,Counting,['Comparative'],Comparative,_choropleth,_world,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
1301,1301,1444,150.png,Is there any country in Oceania (excluding Australia) shown with injury mortality data?,Yes,Boolean,['Visual'],Visual,_choropleth,_world,"0,1,1,0",2,4,0.5,mixed,retain_all_mixed_signal
1302,1302,1445,150.png,Which continent has more countries in the 60–100 (orange) range: South America or Asia?,Asia,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_choropleth,_world,"1,1,0,0",2,4,0.5,mixed,retain_all_mixed_signal
1304,1304,1447,150.png,Are there any neighboring countries with lowest injury mortality rate?,Yes,Boolean,['Comparative'],Comparative,_choropleth,_world,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative_easy_all_correct
1305,1305,1448,150.png,Is there a country that visually appears surrounded by higher-mortality neighbors?,Yes,Boolean,"['Visual', 'Positional']",Positional+Visual,_choropleth,_world,"1,0,0,1",2,4,0.5,mixed,retain_all_mixed_signal
1307,1307,1451,151.png,Which state had the smallest margin of victory for Biden in terms of percentage?,Florida,Single Entity,['Comparative'],Comparative,_cartogram,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
1308,1308,1452,151.png,Identify the state with the largest margin of victory for Biden in the Midwest region.,Illinois,Single Entity,['Comparative'],Comparative,_cartogram,_country,"1,0,1,1",3,4,0.75,mixed,retain_all_mixed_signal
1309,1309,1453,151.png,Which state in the Southeast had the highest percentage of votes in favor of Biden?,Virginia,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_cartogram,_country,"0,0,0,1",1,4,0.25,mixed,retain_all_mixed_signal
1310,1310,1454,151.png,What is the only state west of the Mississippi River that had a margin of victory for Biden greater,California or CA,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_cartogram,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
1311,1311,1455,151.png,Identify the state with the smallest margin of victory for Trump in the South.,Mississippi,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_cartogram,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
1312,1312,1456,151.png,Which state had the largest margin of victory for Trump in the Midwest region?,North Dakota or ND,Single Entity,['Comparative'],Comparative,_cartogram,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
1313,1313,1457,151.png,Identify the state with the largest margin of victory for Biden in the South.,Maryland or MD,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_cartogram,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
1316,1316,1460,152.png,What color represents Antarctica on the bottom of this time zone map?,Primarily light purple,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_divisional,_world,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
1317,1317,1461,152.png,Which continent has the most diverse mix of colored regions?,Asia,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_divisional,_world,"0,0,1,1",2,4,0.5,mixed,retain_all_mixed_signal
1318,1318,1462,152.png,How many distinct color bands are visible crossing the Pacific Ocean?,8,Counting,['Visual'],Visual,_divisional,_world,"1,0,0,0",1,4,0.25,mixed,retain_all_mixed_signal
1319,1319,1463,152.png,What color represents most of Western Europe in this time zone visualization?,Light blue,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_divisional,_world,"0,0,0,1",1,4,0.25,mixed,retain_all_mixed_signal
1320,1320,1464,152.png,Which color appears most often in the vertical striped pattern?,Light green,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_divisional,_world,"0,0,0,1",1,4,0.25,mixed,retain_all_mixed_signal
1323,1323,1467,152.png,What color represents most of Australia in this visualization?,Mint green,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_divisional,_world,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Visual_hard_all_wrong
1324,1324,1473,153.jpg,Name one country timezones changed from UTC - 00:00 to UTC + 01:00 from 1923 to 2023,Spain,Single Entity,['Other'],Other,_multiple,_continent,"0,0,0,0",0,4,0.0,all_wrong,balance_Other_hard_all_wrong
1326,1326,1475,153.jpg,which country is coloured blue in 2023,none,Single Entity,['Visual'],Visual,_multiple,_continent,"0,0,0,0",0,4,0.0,all_wrong,balance_Visual_hard_all_wrong
1327,1327,1477,153.jpg,Norway is in which timezone in 1923,UTC +01:00,Single Entity,['Other'],Other,_multiple,_continent,"0,0,0,0",0,4,0.0,all_wrong,balance_Other_hard_all_wrong
1331,1331,1481,154.jpg,which district is closest to the Tokyo Tower?,Roppongi,Single Entity,['Comparative'],Comparative,_mixed,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
1332,1332,1482,154.jpg,which district is closest to the Budokan Hall?,Marunouchi,Single Entity,['Comparative'],Comparative,_mixed,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
1333,1333,1483,154.jpg,how many department stores are near the Shibuya district?,4,Counting,['Positional'],Positional,_mixed,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional_hard_all_wrong
1335,1335,1485,154.jpg,which district is closest to the Akasaka Palace?,Akasaka,Single Entity,['Comparative'],Comparative,_mixed,_city,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative_easy_all_correct
1337,1337,1487,154.jpg,what is the northern most district?,Ikebukuro,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_mixed,_city,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional_easy_all_correct
1339,1339,1489,155.png,Which African country is furthest south on the map?,eSwatini,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_choropleth,_world,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional_easy_all_correct
1343,1343,1493,155.png,Which labeled country is geographically closest to Ukraine?,Armenia,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_choropleth,_world,"1,1,0,0",2,4,0.5,mixed,retain_all_mixed_signal
1344,1344,1494,155.png,Which labeled African country is closest to Europe?,Nigeria,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_choropleth,_world,"0,1,0,0",1,4,0.25,mixed,retain_all_mixed_signal
1345,1345,1495,155.png,Which labeled country in Asia touches the eastern coastline?,Myanmar,Single Entity,"['Visual', 'Positional']",Positional+Visual,_choropleth,_world,"1,1,1,1",4,4,1.0,all_correct,balance_Positional+Visual_easy_all_correct
1354,1354,1504,156.jpg,What is the name of the park located in grid C11?,Vondelpark,Single Entity,['Positional'],Positional,_mixed,_city,"0,1,1,1",3,4,0.75,mixed,retain_all_mixed_signal
1357,1357,1507,156.jpg,Which sight is closest to the intersection of grid I4 and J4?,NEMO Science Museum,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_mixed,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
1358,1358,1508,157.jpg,Which borough is labeled “EXCEPTIONALLY HIGH” overall risk?,Northwest Arctic Borough,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_choropleth,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Visual_hard_all_wrong
1359,1359,1509,157.jpg,Which Montana county label calls out high smoking rates?,Cascade County,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_choropleth,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Visual_hard_all_wrong
1360,1360,1510,157.jpg,"On the color wheel, which health behavior sits at the top?",Smoking,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_choropleth,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
1362,1362,1512,157.jpg,Which southeastern region along the Gulf Coast carries the label “LOW DRINKING”?,Florida,Single Entity,"['Visual', 'Positional']",Positional+Visual,_choropleth,_country,"0,0,0,1",1,4,0.25,mixed,retain_all_mixed_signal
1366,1366,1516,157.jpg,How many distinct behavior labels(in all caps) appear on the main U.S. map?,3,Counting,['Visual'],Visual,_choropleth,_country,"0,0,0,1",1,4,0.25,mixed,retain_all_mixed_signal
1367,1367,1517,157.jpg,"Which area, the Pacific Northwest or the Southeast, shows more counties in pure green (Exercise)?",Pacific Northwest,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_choropleth,_country,"1,1,1,0",3,4,0.75,mixed,retain_all_mixed_signal
1369,1369,1519,158.png,if a player stake corner from north West. from which stand is he taking,21,Single Entity,['Positional'],Positional,_layout,_building,"1,0,1,0",2,4,0.5,mixed,retain_all_mixed_signal
1371,1371,1521,158.png,"If there was penalty shootout in south goalpost, which stand can see from the kicktakers position",Supports stand,Single Entity,"['Visual', 'Positional']",Positional+Visual,_layout,_building,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional+Visual_hard_all_wrong
1372,1372,1522,158.png,"If there was penalty shootout in North goalpost, which stand can see from the kicktakers position",1-7,Single Entity,"['Visual', 'Positional']",Positional+Visual,_layout,_building,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional+Visual_hard_all_wrong
1374,1374,1525,158.png,is stand 126 located in the northeast corner,no,Boolean,['Positional'],Positional,_layout,_building,"0,0,1,1",2,4,0.5,mixed,retain_all_mixed_signal
1375,1375,1527,158.png,which stand is best view to watch players running North to South from the side,West or East,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_layout,_building,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
1377,1377,1529,159.jpg,"Which axis of the legend is labeled ""Percent Poverty""?",Horizontal,Single Entity,['Visual'],Visual,_choropleth,_country,"0,0,0,1",1,4,0.25,mixed,retain_all_mixed_signal
1379,1379,1531,159.jpg,How many states are depicted in the darkest green shade?,7,Counting,"['Visual', 'Comparative']",Comparative+Visual,_choropleth,_country,"0,0,1,0",1,4,0.25,mixed,retain_all_mixed_signal
1382,1382,1535,159.jpg,Which color represents the lowest values according to the legend?,Lightest yellow,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_choropleth,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Visual_hard_all_wrong
1385,1385,1538,160.jpg,How many ports are directly connected to Copenhagen on the route?,2,Counting,['Positional'],Positional,_network,_subcontinent,"0,1,0,1",2,4,0.5,mixed,retain_all_mixed_signal
1386,1386,1539,160.jpg,How many ports are on the eastern side of the Baltic Sea?,2,Counting,['Positional'],Positional,_network,_subcontinent,"1,0,0,0",1,4,0.25,mixed,retain_all_mixed_signal
1387,1387,1540,160.jpg,Which port is the closest to the center of the ports in the image?,Kiel,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_network,_subcontinent,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
1391,1391,1544,160.jpg,Which port is the northernmost on the map?,Oslo,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_network,_subcontinent,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional_easy_all_correct
1392,1392,1545,160.jpg,How many ports are west of Kiel?,8,Counting,['Positional'],Positional,_network,_subcontinent,"0,1,1,1",3,4,0.75,mixed,retain_all_mixed_signal
1393,1393,1546,160.jpg,Which port is the closest to Copenhagen geographically on the map?,Karlshamn,Single Entity,['Comparative'],Comparative,_network,_subcontinent,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
1394,1394,1547,160.jpg,Which port is geographically the easternmost on the map?,Paldiski,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_network,_subcontinent,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
1395,1395,1548,161.png,How many vertical lines are within the map?,3,Counting,['Positional'],Positional,_conflict,_region,"0,1,1,1",3,4,0.75,mixed,retain_all_mixed_signal
1396,1396,1549,161.png,How many horizontal lines are within the map?,1,Counting,['Positional'],Positional,_conflict,_region,"0,0,1,1",2,4,0.5,mixed,retain_all_mixed_signal
1399,1399,1552,161.png,How many groups of arrows are within the map?,3,Counting,['Positional'],Positional,_conflict,_region,"1,0,1,1",3,4,0.75,mixed,retain_all_mixed_signal
1405,1405,1558,162.png,Which country in South America spends the most on health as a % of GDP?,Brazil,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_choropleth,_world,"1,1,1,0",3,4,0.75,mixed,retain_all_mixed_signal
1411,1411,1564,162.png,Which Southeast Asian country spends the least on health as a % of GDP?,Cambodia,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_choropleth,_world,"0,0,1,0",1,4,0.25,mixed,retain_all_mixed_signal
1415,1415,1568,163.jpg,how many years ago was the travel to south america?,20000,Counting,['Positional'],Positional,_network,_world,"0,1,0,0",1,4,0.25,mixed,retain_all_mixed_signal
1416,1416,1569,163.jpg,how many years ago was the travel to Australia?,50000,Counting,['Other'],Other,_network,_world,"1,0,0,0",1,4,0.25,mixed,retain_all_mixed_signal
1419,1419,1572,163.jpg,what continent is the origin of the travel?,Africa,Single Entity,['Other'],Other,_network,_world,"1,1,0,1",3,4,0.75,mixed,retain_all_mixed_signal
1423,1423,1576,164.png,Which city in California is closest to the border with Nevada?,San Francisco,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_divisional,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
1424,1424,1577,164.png,How many states are highlighted in pink on the West Coast?,4,Counting,"['Visual', 'Positional']",Positional+Visual,_divisional,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional+Visual_hard_all_wrong
1426,1426,1580,164.png,How many states highlighted in green share a border with Idaho?,3,Counting,"['Visual', 'Positional']",Positional+Visual,_divisional,_country,"1,0,0,1",2,4,0.5,mixed,retain_all_mixed_signal
1428,1428,1582,164.png,How many cities are marked in state of Idaho ?,3,Counting,['Visual'],Visual,_divisional,_country,"1,1,1,0",3,4,0.75,mixed,retain_all_mixed_signal
1429,1429,1583,164.png,"Which green-highlighted state has the most cities marked on the map, and how many are there?",Idaho,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_divisional,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Visual_hard_all_wrong
1430,1430,1584,164.png,does all the states have only one color in it's area or more ?,No,Boolean,"['Visual', 'Comparative']",Comparative+Visual,_divisional,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Visual_hard_all_wrong
1432,1432,1586,165.webp,Which U.S. time zone is labeled as HAT on the map?,Hawaii-Aleutian Time,Single Entity,['Visual'],Visual,_divisional,_country,"1,1,1,0",3,4,0.75,mixed,retain_all_mixed_signal
1433,1433,1587,165.webp,Which two-letter time zone abbreviation covers most of Texas?,CT,Single Entity,['Comparative'],Comparative,_divisional,_country,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative_easy_all_correct
1438,1438,1593,165.webp,Which non-contiguous U.S. state is in the HAT zone?,Hawaii,Single Entity,['Other'],Other,_divisional,_country,"1,1,0,1",3,4,0.75,mixed,retain_all_mixed_signal
1447,1447,1606,167.png,Which city label on the cartogram is closest to the 0% mark on the vote share legend?,Seattle,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_cartogram,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Visual_hard_all_wrong
1448,1448,1607,167.png,"On the cartogram, is the area representing Dallas predominantly blue or red?",Blue,Boolean,['Visual'],Visual,_cartogram,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Visual_hard_all_wrong
1449,1449,1608,167.png,Is the grid area surrounding 'Dallas' colored with the darkest red?,Yes,Boolean,"['Visual', 'Comparative']",Comparative+Visual,_cartogram,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Visual_hard_all_wrong
1450,1450,1609,167.png,"How many specific numerical vote totals are listed under the ""Preliminary results""?",4,Counting,['Comparative'],Comparative,_cartogram,_country,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
1452,1452,1611,167.png,What is the lowest numerical percentage value explicitly labeled on the vote share legend's axis?,0,Single Entity,"['Visual', 'Comparative']",Comparative+Visual,_cartogram,_country,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Visual_easy_all_correct
1453,1453,1612,167.png,"Between Alaska and Hawaii, which state depicts a greater number of separate landmasses",Hawaii,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_cartogram,_country,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional_easy_all_correct
1454,1454,1613,167.png,How many labelled cities are west of Denver,5,Counting,"['Visual', 'Positional']",Positional+Visual,_cartogram,_country,"1,1,1,1",4,4,1.0,all_correct,balance_Positional+Visual_easy_all_correct
1459,1459,1619,168.jpg,Which station is at the intersection of the Red and Green/Yellow lines north of Gallery Place?,Fort Totten,Single Entity,"['Visual', 'Positional']",Positional+Visual,_network,_city,"1,1,0,0",2,4,0.5,mixed,retain_all_mixed_signal
1461,1461,1621,168.jpg,What is the easternmost station visible on the Orange line?,Minnesota,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_network,_city,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
1462,1462,1622,168.jpg,How many stations are there on the Green line between Fort Totten and Gallery Place?,4,Counting,"['Visual', 'Positional']",Positional+Visual,_network,_city,"0,0,1,0",1,4,0.25,mixed,retain_all_mixed_signal
1463,1463,1623,168.jpg,Which colored line runs through West Hyattsville?,Green,Single Entity,"['Visual', 'Positional']",Positional+Visual,_network,_city,"1,1,1,1",4,4,1.0,all_correct,balance_Positional+Visual_easy_all_correct
1464,1464,1624,168.jpg,What's the northernmost Red Line station visible on this map?,Silver Spring,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_network,_city,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional+Visual_easy_all_correct
1466,1466,1626,169.jpg,Do canada and alaska have overlapping time zones across their countries?,No,Boolean,['Positional'],Positional,_divisional,_world,"0,1,0,1",2,4,0.5,mixed,retain_all_mixed_signal
1471,1471,1631,169.jpg,is the circle above the -9 more than 75% colored?,no,Boolean,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_divisional,_world,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
1474,1474,1634,170.jpg,How many countries are labeled that fall entirely within the UTC+01:00 timezone?,23,Counting,"['Visual', 'Positional']",Positional+Visual,_divisional,_world,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional+Visual_hard_all_wrong
2487,2487,2739,282.jpg,What longitude degree is marked at the far right of the top margin?,335,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_divisional,_region,"1,1,0,0",2,4,0.5,mixed,retain_all_mixed_signal
2489,2489,2743,283.png,How many rail lines run in Canada according to the map?,7,Counting,['Other'],Other,_network,_region,"0,1,0,1",2,4,0.5,mixed,retain_all_mixed_signal
2492,2492,2746,284.png,Which region does Ottawa lie in?,Ontario,Single Entity,['Other'],Other,_isopleth,_state,"1,1,1,1",4,4,1.0,all_correct,balance_Other_easy_all_correct
2493,2493,2747,284.png,Which region does Gatineau lie in?,Quebec,Single Entity,['Other'],Other,_isopleth,_state,"0,0,0,0",0,4,0.0,all_wrong,balance_Other_hard_all_wrong
2494,2494,2748,284.png,Which city's name is the same as the capital of a country other than Canada?,London,Single Entity,['Other'],Other,_isopleth,_state,"1,1,1,1",4,4,1.0,all_correct,balance_Other_easy_all_correct
2495,2495,2749,284.png,Count the number of cities starting with the letter W in this map.,1,Counting,['Other'],Other,_isopleth,_state,"1,1,1,1",4,4,1.0,all_correct,balance_Other_easy_all_correct
2496,2496,2750,284.png,Count the number of words starting with the letter O in this map.,3,Counting,['Other'],Other,_isopleth,_state,"1,1,1,1",4,4,1.0,all_correct,balance_Other_easy_all_correct
2498,2498,2752,284.png,"As per this map, which city lies farthest from the coast/water?",Gatineau,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_isopleth,_state,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional_hard_all_wrong
2499,2499,2753,284.png,"As per this map, which is the southernmost city?",Windsor,Single Entity,['Positional'],Positional,_isopleth,_state,"0,1,1,1",3,4,0.75,mixed,retain_all_mixed_signal
2500,2500,2754,284.png,Which city that does not have a circular symbol as an indicator is closest to USA?,Ottawa or Quebec City,Single Entity,['Comparative'],Comparative,_isopleth,_state,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative_hard_all_wrong
2505,2505,2760,285.jpg,What city lies near the coast labeled in yellow?,Tripoli,Single Entity,"['Visual', 'Positional']",Positional+Visual,_divisional,_region,"1,1,1,1",4,4,1.0,all_correct,balance_Positional+Visual_easy_all_correct
2506,2506,2761,285.jpg,What is the terrain feature marked along the bottom central area of the pink zone?,Rocks of Tibbo,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_divisional,_region,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
2509,2509,2764,285.jpg,Which area is marked near the bottom under Nomadic?,Bournu,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_divisional,_region,"0,0,0,0",0,4,0.0,all_wrong,balance_Comparative+Positional+Visual_hard_all_wrong
2511,2511,2766,286.jpg,"Which large country label clearly contains the black oval marked with ""O?""",Russia,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_network,_continent,"0,0,1,1",2,4,0.5,mixed,retain_all_mixed_signal
2512,2512,2767,286.jpg,Is the city label 'Beijing' located north or south of the red arrow's path?,South,Boolean,"['Visual', 'Positional']",Positional+Visual,_network,_continent,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional+Visual_hard_all_wrong
2513,2513,2768,286.jpg,"Does the yellow oval visibly overlap with the country label ""MONGOLIA""?",No,Boolean,['Visual'],Visual,_network,_continent,"1,1,0,0",2,4,0.5,mixed,retain_all_mixed_signal
2514,2514,2769,286.jpg,"Which colored arrow passes geographically closer to the black ""O?"" oval?",Red,Single Entity,"['Visual', 'Positional']",Positional+Visual,_network,_continent,"0,0,1,1",2,4,0.5,mixed,retain_all_mixed_signal
2515,2515,2770,286.jpg,Which large labelled country bordering China/Russia (India/Mongolia) is least overlapped by oval?,India,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_network,_continent,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional+Visual_easy_all_correct
2519,2519,2774,286.jpg,Is the yellow oval located primarily east or west of the main Ural Mountains range depicted on map?,East,Boolean,"['Visual', 'Positional']",Positional+Visual,_network,_continent,"0,0,0,0",0,4,0.0,all_wrong,balance_Positional+Visual_hard_all_wrong
2520,2520,2775,286.jpg,Identify a city label situated beneath the orange arrow's path within the borders of Kazakhstan,Astana,Single Entity,"['Visual', 'Positional']",Positional+Visual,_network,_continent,"0,0,1,0",1,4,0.25,mixed,retain_all_mixed_signal
2521,2521,2776,287.png,How many colors are used to represent this map?,4,Counting,['Visual'],Visual,_choropleth,_world,"1,0,0,0",1,4,0.25,mixed,retain_all_mixed_signal
2531,2531,2790,288.png,What comes in near/between Sanaa and Taizz if we go south from Sanaa?,Ibb,Single Entity,['Positional'],Positional,_marker,_country,"0,1,1,1",3,4,0.75,mixed,retain_all_mixed_signal
2537,2537,2797,289.png,What is the difference in vote percentage between the first and second-place candidates?,9.64%,Single Entity,"['Positional', 'Comparative']",Comparative+Positional,_choropleth,_country,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional_easy_all_correct
2543,2543,2804,290.png,Which city shown on the map is located furthest north?,Dallas,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_marker,_state,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional+Visual_easy_all_correct
2544,2544,2805,290.png,Which city shown on the map is located furthest south?,Monterrey,Single Entity,"['Visual', 'Positional', 'Comparative']",Comparative+Positional+Visual,_marker,_state,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative+Positional+Visual_easy_all_correct
2545,2545,2806,290.png,Which Texas city is closest to the Gulf of Mexico?,Houston,Single Entity,['Comparative'],Comparative,_marker,_state,"1,1,1,1",4,4,1.0,all_correct,balance_Comparative_easy_all_correct
