country,source_index,qa_id,ability_level,corrected_template_no,map_family,ground_truth_type,question,ground_truth,transition,baseline_correct,checkpoint_correct,baseline_answer,checkpoint_answer,baseline_tokens,checkpoint_tokens,baseline_status,checkpoint_status,baseline_reasoning_words,baseline_has_think_end,baseline_repeat4,baseline_wait_per_1k,baseline_at_limit,checkpoint_reasoning_words,checkpoint_has_think_end,checkpoint_repeat4,checkpoint_wait_per_1k,checkpoint_at_limit
china,50,mapwise_china_map6_3C_t35_idx0196,L2,34,china:map6_3,Count,How many states bordering Russia have a value similar to Guangdong?,1,0->0,0,0,,,3072,3072,truncated,truncated,1866,False,0.6650563607085347,45.551982851018224,True,2051,False,0.52294921875,22.915650901999026,True
india,1874,mapwise_india_map158_3C_t6_idx0197,L0,6,india:map158_3,Binary,Yes or no: the map depicts percentages.,No,1->1,1,1,no,no,118,118,complete,complete,60,True,0.0,0.0,False,60,True,0.0,0.0,False
china,18,mapwise_china_map2_3C_t33_idx0198,L3,32,china:map2_3,Binary,Yes or no: Tibet and Qinghai are the pair of bordering states with the highest difference.,Yes,1->1,1,1,yes,yes,1676,1497,complete,complete,1101,True,0.10564663023679421,5.449591280653951,False,945,True,0.06369426751592355,11.640211640211641,False
india,1657,mapwise_india_map105_6C_t16_idx0199,L1,15,india:map105_6,Range,Between which two legend markings does Tripura fall in?,0 - 10k,0->0,0,0,10000-20000,20000-30000,1753,853,complete,complete,1116,True,0.4195867026055705,19.71326164874552,False,452,True,0.24053452115812912,22.123893805309734,False
china,327,mapwise_china_map7_8D_t3_idx0200,L0,3,china:map7_8,Range,What is the overall range of the legend?,1.70 - 54.40,1->1,1,1,1.69-54.4,1.69-54.4,180,180,complete,complete,100,True,0.0,0.0,False,100,True,0.0,0.0,False
china,403,mapwise_china_map16_0D_t33_idx0201,L3,32,china:map16_0,Binary,Yes or no: Shandong and Jiangsu are the pair of bordering states with the highest difference.,No,0->0,0,0,,,3072,3072,truncated,truncated,1807,False,0.3059866962305987,17.708909795240732,True,1783,False,0.36853932584269666,9.534492428491307,True
china,38,mapwise_china_map4_1C_t41_idx0202,L0,40,china:map4_1,Single,Are the legends evenly spaced?,Yes,1->1,1,1,['yes'],['yes'],256,152,complete,complete,175,True,0.08139534883720934,5.714285714285714,False,101,True,0.05102040816326525,0.0,False
china,526,mapwise_china_map6_0D_t32_idx0203,L2,31,china:map6_0,Binary,Yes or no: Tianjin is an outlier compared to other states in the northeast region.,Yes,0->0,0,0,,,3072,3072,truncated,truncated,2015,False,0.3444333996023857,15.384615384615385,True,2074,False,0.3848382423949783,19.286403085824492,True
usa,2213,mapwise_usa_map_16686_t1_idx0204,L0,1,usa:map_16686,Count,How many distinct categories does the legend contain?,5,1->1,1,1,5,5,132,146,complete,complete,71,True,0.0,0.0,False,82,True,0.0,0.0,False
usa,2563,mapwise_usa_map_11274_t9_idx0205,L1,9,usa:map_11274,Binary,"Does state Michigan come under the value 54,700 - 1,20,300?",Yes,0->0,0,0,no,no,281,738,complete,complete,130,True,0.06299212598425197,7.6923076923076925,False,353,True,0.22285714285714286,25.495750708215297,False
china,55,mapwise_china_map6_3C_t10_idx0206,L1,10,china:map6_3,Single,Is the value of Sichuan closer to Yunnan or Tibet?,Yunnan,1->1,1,1,['yunnan'],['yunnan'],1063,625,complete,complete,734,True,0.14227086183310533,9.536784741144414,False,411,True,0.13235294117647056,12.165450121654501,False
china,709,mapwise_china_map22_6D_t24_idx0207,L2,23,china:map22_6,Binary,Yes or no: the median state range in the region along Mongolia's boder is 2.93 - 178.72,No,1->1,1,1,no,no,756,954,complete,complete,483,True,0.14583333333333337,16.563146997929607,False,599,True,0.15268456375838924,18.363939899833056,False
usa,2525,mapwise_usa_map_2769_t30_idx0208,L2,29,usa:map_2769,Binary,Does state Missouri have the same value to state Utah.,Yes,1->1,1,1,yes,yes,108,108,complete,complete,62,True,0.0,0.0,False,62,True,0.0,0.0,False
india,1510,mapwise_india_map90_0C_t16_idx0209,L1,15,india:map90_0,Range,Between which two legend markings does Tamil Nadu fall in?,80 - 100,1->1,1,1,80-100,80-100,1103,1230,complete,complete,699,True,0.2456896551724138,24.320457796852647,False,794,True,0.32996207332490524,23.929471032745592,False
usa,2827,mapwise_usa_map_4042_t4_idx0210,L0,4,usa:map_4042,Range,What value range does the lightest shade represent?,2-7%,0->0,0,0,-7-2,-7-2,88,97,complete,complete,57,True,0.0,0.0,False,61,True,0.017241379310344862,0.0,False
india,1967,mapwise_india_map170_5C_t39_idx0211,L2,38,india:map170_5,Binary,Yes or no: all states north of Karnataka have values above 2%.,No,1->1,1,1,no,no,2667,2702,complete,complete,1936,True,0.3921365752715985,17.56198347107438,False,2004,True,0.367816091954023,16.46706586826347,False
india,1116,mapwise_india_map10_8C_t10_idx0212,L1,10,india:map10_8,Single,Is the value of Tamil Nadu closer to Bihar or Gujarat?,Bihar,1->1,1,1,['bihar'],['bihar'],1362,845,complete,complete,943,True,0.1680851063829787,16.96712619300106,False,607,True,0.14403973509933776,18.12191103789127,False
usa,2910,mapwise_usa_map_16161_t37_idx0213,L3,36,usa:map_16161,Single,Which states on the North coast have missing data?,"Idaho, North Dakota, South Dakota, Montana, Wyoming",0->0,0,0,"['maine', 'new hampshire', 'vermont']","['maine', 'new hampshire', 'vermont']",316,281,complete,complete,211,True,0.043269230769230727,4.739336492890995,False,185,True,0.027472527472527486,5.405405405405405,False
china,666,mapwise_china_map6_0C_t2_idx0214,L0,2,china:map6_0,Binary,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,1->1,1,1,yes,yes,78,78,complete,complete,54,True,0.0,0.0,False,54,True,0.0,0.0,False
china,912,mapwise_china_map3_0C_t10_idx0215,L1,10,china:map3_0,Single,Is the value of state Sichuan closer to Shanxi or Gansu?,Shanxi,0->0,0,0,['gansu'],['gansu'],769,1221,complete,complete,490,True,0.05544147843942504,6.122448979591836,False,766,True,0.11926605504587151,5.221932114882507,False
china,673,mapwise_china_map13_4C_t36_idx0216,L3,35,china:map13_4,Single,Name the South most state with values in range >120.,Tibet,0->0,0,0,['hunan'],,909,3072,complete,truncated,608,True,0.14380165289256197,11.513157894736842,False,1978,False,0.35848101265822785,20.222446916076844,True
china,349,mapwise_china_map10_3D_t18_idx0217,L3,17,china:map10_3,Binary,Yes or no: the value of Hunan is higher than its neighbouring state Chingqing.,No,1->1,1,1,no,no,387,377,complete,complete,220,True,0.0875576036866359,9.090909090909092,False,213,True,0.08571428571428574,9.389671361502348,False
india,1775,mapwise_india_map134_3C_t31_idx0218,L2,30,india:map134_3,Binary,Yes or no: a majority of states in which river Yamuna flows through have values greater than 140.,Yes,1->1,1,1,yes,yes,1357,1695,complete,complete,842,True,0.13587604290822408,13.064133016627078,False,1044,True,0.18059558117195007,11.494252873563218,False
china,670,mapwise_china_map13_4C_t19_idx0219,L1,18,china:map13_4,Binary,Yes or no: the value of Guangdong is higher than Jilin.,No,0->0,0,0,yes,yes,112,112,complete,complete,73,True,0.0,0.0,False,73,True,0.0,0.0,False
usa,2406,mapwise_usa_map_1950_t18_idx0220,L3,17,usa:map_1950,Binary,Yes or no: the value of California is similar to its neighbouring state Nevada.,Yes,1->1,1,1,yes,yes,98,98,complete,complete,64,True,0.06557377049180324,0.0,False,64,True,0.06557377049180324,0.0,False
china,93,mapwise_china_map10_5C_t5_idx0221,L0,5,china:map10_5,Binary,Yes or no: the legend has different shades of the same colour?,Yes,1->1,1,1,yes,yes,76,103,complete,complete,60,True,0.052631578947368474,0.0,False,60,True,0.0,0.0,False
usa,2723,mapwise_usa_map_7444_t41_idx0222,L0,40,usa:map_7444,Single,Are the ranges in the legend equally sized?,No,1->1,1,1,['no'],['no'],349,349,complete,complete,152,True,0.05369127516778527,13.157894736842104,False,152,True,0.05369127516778527,13.157894736842104,False
india,1615,mapwise_india_map97_8D_t36_idx0223,L3,35,india:map97_8,Single,Name the southern most state in the range 611.0 - 673.33.,Tamil Nadu,1->1,1,1,['tamil nadu'],['tamil nadu'],755,354,complete,complete,496,True,0.10750507099391482,10.080645161290322,False,233,True,0.05217391304347829,4.291845493562231,False
usa,3019,mapwise_usa_map_930_t19_idx0224,L1,18,usa:map_930,Binary,Yes or no: the value of Oregon is higher than New york.,No,1->1,1,1,no,no,302,329,complete,complete,145,True,0.07746478873239437,0.0,False,175,True,0.09302325581395354,0.0,False
india,1650,mapwise_india_map105_6C_t3_idx0225,L0,3,india:map105_6,Range,What is the overall range of the legend?,0 - 70k,1->1,1,1,0-70000,0-70000,117,126,complete,complete,76,True,0.0,0.0,False,83,True,0.0,0.0,False
china,123,mapwise_china_map13_1C_t13_idx0226,L2,13,china:map13_1,Single,Which state has the highest value along the Russian border?,Inner Mongolia and Jilin,0->0,0,0,,['heilongjiang'],3072,771,truncated,complete,2222,False,0.433979269941415,27.902790279027904,True,552,True,0.1584699453551912,12.681159420289855,False
india,1480,mapwise_india_map83_1D_t41_idx0227,L0,40,india:map83_1,Single,Are there significant gaps between certain ranges?,Yes,1->0,1,0,['yes'],['no'],326,519,complete,complete,154,True,0.013245033112582738,0.0,False,274,True,0.11070110701107017,10.94890510948905,False
china,893,mapwise_china_map5_0D_t19_idx0228,L1,18,china:map5_0,Binary,Yes or no: the value of the Tibet is higher than Sichuan.,No,1->1,1,1,no,no,213,213,complete,complete,127,True,0.024193548387096753,0.0,False,127,True,0.024193548387096753,0.0,False
usa,2497,mapwise_usa_map_1136_t36_idx0229,L3,35,usa:map_1136,Single,Name the West-most state in the range 42-93%.,Utah,0->0,0,0,['wyoming'],['wyoming'],275,972,complete,complete,172,True,0.023668639053254448,5.813953488372093,False,628,True,0.2528,27.070063694267517,False
india,1057,mapwise_india_map6_8C_t5_idx0230,L0,5,india:map6_8,Binary,Yes or no: the legend has multiple distinct colours.,Yes,1->1,1,1,yes,yes,83,83,complete,complete,54,True,0.0,0.0,False,54,True,0.0,0.0,False
india,1682,mapwise_india_map110_5C_t3_idx0231,L0,3,india:map110_5,Range,What is the overall range of the legend?,0 - 12k,0->0,0,0,0-120000,0-120000,123,108,complete,complete,77,True,0.0,0.0,False,69,True,0.0,0.0,False
china,361,mapwise_china_map11_1D_t7_idx0232,L0,7,china:map11_1,Single,Is the legend discrete or continuous?,Discrete,1->1,1,1,['discrete'],['discrete'],259,265,complete,complete,152,True,0.01342281879194629,0.0,False,146,True,0.013986013986013957,0.0,False
china,586,mapwise_china_map2_0C_t34_idx0233,L3,33,china:map2_0,Binary,Yes or no: Qinghai is the North most state that has a higher value compared to all its neighbours.,No,1->1,1,1,no,no,881,449,complete,complete,624,True,0.10144927536231885,12.820512820512821,False,311,True,0.06168831168831168,9.646302250803858,False
india,1684,mapwise_india_map110_5C_t33_idx0234,L3,32,india:map110_5,Binary,Yes or no: Maharashtra and Chhattisgarh are the pair of bordering states with the highest difference.,Yes,0->0,0,0,,,3072,3072,truncated,truncated,1999,False,0.2414829659318637,14.507253626813407,True,1954,False,0.22142491030240907,19.447287615148415,True
usa,2364,mapwise_usa_map_18348_t8_idx0235,L0,8,usa:map_18348,Range,Which class has the largest range of values?,37.1-52.9%,0->0,0,0,-52.9-37.1,-52.9-37.1,186,186,complete,complete,88,True,0.02352941176470591,0.0,False,88,True,0.02352941176470591,0.0,False
india,1413,mapwise_india_map67_7D_t19_idx0236,L1,18,india:map67_7,Binary,Yes or no: the value of the Goa is similar to Odisha.,Yes,1->1,1,1,yes,yes,189,136,complete,complete,109,True,0.028301886792452824,9.174311926605505,False,76,True,0.0273972602739726,0.0,False
usa,2575,mapwise_usa_map_8391_t19_idx0237,L1,18,usa:map_8391,Binary,Yes or no: the value of Nevada is greater than Washington.,No,1->1,1,1,no,no,361,732,complete,complete,275,True,0.09558823529411764,14.545454545454545,False,554,True,0.1941923774954628,23.465703971119133,False
india,1505,mapwise_india_map89_4D_t8_idx0238,L0,8,india:map89_4,Range,Which class has the lowest range of values?,N/A,0->0,0,0,-0.01-0.06,-0.01-0.06,363,446,complete,complete,196,True,0.010362694300518172,0.0,False,218,True,0.14418604651162792,4.587155963302752,False
china,556,mapwise_china_map13_0D_t16_idx0239,L1,15,china:map13_0,Range,What value range does Gansu fall in?,-4.40 - 4.40,0->0,0,0,-57.31--23,-57.31--23,198,200,complete,complete,112,True,0.04587155963302747,0.0,False,124,True,0.04132231404958675,8.064516129032258,False
usa,2273,mapwise_usa_map_10436_t18_idx0240,L3,17,usa:map_10436,Binary,Yes or no: the value of the Louisiana is similar to its neighbouring state Arkansas.,Yes,1->1,1,1,yes,yes,69,75,complete,complete,45,True,0.0,0.0,False,47,True,0.0,0.0,False
usa,2598,mapwise_usa_map_11719_t30_idx0241,L2,29,usa:map_11719,Binary,Does Florida have the most different value than Maine amongst the eastern coast states.,No,1->1,1,1,no,no,2412,1858,complete,complete,1645,True,0.31546894031668693,5.47112462006079,False,1174,True,0.3040136635354398,17.035775127768314,False
india,1812,mapwise_india_map139_1C_t3_idx0242,L0,3,india:map139_1,Range,What is the overall range of the legend?,0 - 1200,1->1,1,1,0-1200,0-1200,127,127,complete,complete,81,True,0.0,0.0,False,81,True,0.0,0.0,False
china,964,mapwise_china_map11_5D_t24_idx0243,L2,23,china:map11_5,Binary,Yes or no: the median state range in region bordering Mongolia is 307.49 - 670.77.,No,0->1,0,1,yes,no,481,382,complete,complete,288,True,0.11578947368421055,10.416666666666666,False,215,True,0.08018867924528306,4.651162790697675,False
usa,2707,mapwise_usa_map_9685_t16_idx0244,L1,15,usa:map_9685,Range,What value range does California fall in?,8.7-14.6%,0->0,0,0,-14.6-8.7,-14.6-8.7,112,112,complete,complete,62,True,0.016949152542372836,0.0,False,62,True,0.016949152542372836,0.0,False
usa,2641,mapwise_usa_map_14598_t19_idx0245,L1,18,usa:map_14598,Binary,Yes or no: the value of New York is similar to New Jersey.,Yes,1->1,1,1,yes,yes,149,148,complete,complete,78,True,0.0,0.0,False,77,True,0.0,0.0,False
usa,2804,mapwise_usa_map_5931_t36_idx0246,L3,35,usa:map_5931,Single,Name the state in the northeast in the range 50-55.,West Virginia,0->0,0,0,['pennsylvania'],['pennsylvania'],453,233,complete,complete,309,True,0.08496732026143794,12.944983818770227,False,157,True,0.045454545454545414,0.0,False
india,1267,mapwise_india_map41_3D_t39_idx0247,L2,38,india:map41_3,Binary,"Yes or no: all states bordering China have values above 4,137.0.",No,1->1,1,1,no,no,939,425,complete,complete,539,True,0.24440298507462688,11.131725417439704,False,264,True,0.10344827586206895,11.363636363636363,False
china,946,mapwise_china_map6_2D_t37_idx0248,L3,36,china:map6_2,Single,Which state in the region bordering Mongolia borders at least 2 states from range -22.81 - -1.4?,Inner Mongolia,0->1,0,1,['im'],['inner mongolia'],2499,2879,complete,complete,1623,True,0.2802469135802469,17.86814540973506,False,1774,True,0.29926595143986445,12.965050732807216,False
india,1944,mapwise_india_map168_3C_t16_idx0249,L1,15,india:map168_3,Range,Between which two legend markings does Gujarat fall in?,20k - 40k,1->1,1,1,20000-40000,20000-40000,2088,1075,complete,complete,1253,True,0.31599999999999995,14.365522745411013,False,612,True,0.23973727422003288,17.973856209150327,False
india,1699,mapwise_india_map112_2D_t4_idx0250,L0,4,india:map112_2,Range,What value range does the lightest shade represent?,"-1,179.01 - 97.0",1->1,1,1,-1179.01-97,-1179.01-97,85,85,complete,complete,43,True,0.0,0.0,False,43,True,0.0,0.0,False
usa,2782,mapwise_usa_map_20781_t21_idx0251,L2,20,usa:map_20781,Binary,Yes or no: Rhode Island has the same value as Washington.,Yes,0->0,0,0,no,no,225,111,complete,complete,135,True,0.030303030303030276,14.814814814814815,False,71,True,0.0,0.0,False
china,626,mapwise_china_map18_5C_t21_idx0252,L2,20,china:map18_5,Binary,Yes or no: Guangdong has the highest value in the south east region.,Yes,0->0,0,0,no,no,342,864,complete,complete,240,True,0.05485232067510548,12.5,False,569,True,0.17314487632508835,21.0896309314587,False
usa,2968,mapwise_usa_map_689_t42_idx0253,L2,41,usa:map_689,Binary,Yes/No: Wisconsin has a similar value as Ohio and also a lower value than New York.,Yes,1->1,1,1,yes,yes,230,232,complete,complete,124,True,0.03305785123966942,0.0,False,126,True,0.03252032520325199,0.0,False
usa,2027,mapwise_usa_map_33_t9_idx0254,L1,9,usa:map_33,Binary,Does state Texas fall in range 161-193?,Yes,1->1,1,1,yes,yes,130,130,complete,complete,69,True,0.0,0.0,False,69,True,0.0,0.0,False
china,397,mapwise_china_map14_7D_t16_idx0255,L1,15,china:map14_7,Range,What value range does Hainan fall in?,1042.99-10.710.25,0->0,0,0,16780.9-27712.8,16780.9-27712.8,717,577,complete,complete,321,True,0.3459119496855346,21.806853582554517,False,277,True,0.22262773722627738,21.660649819494584,False
india,1925,mapwise_india_map166_7D_t19_idx0256,L1,18,india:map166_7,Binary,Yes or no: the value of the Telangana is similar to Delhi.,Yes,0->0,0,0,no,no,195,196,complete,complete,107,True,0.019230769230769273,0.0,False,108,True,0.01904761904761909,0.0,False
china,595,mapwise_china_map4_4C_t33_idx0257,L3,32,china:map4_4,Binary,Yes or no: Inner Mongolia and Heilongjiang are the pair of bordering states with the highest difference.,Yes,0->0,0,0,,,3072,3072,truncated,truncated,1978,False,0.24151898734177213,16.177957532861477,True,2124,False,0.2324375294672324,12.24105461393597,True
india,1808,mapwise_india_map138_0D_t37_idx0258,L3,36,india:map138_0,Single,"Which state bordering Pakistan borders has at least 2 states from range 7,913.99 - 18,551.8?",Rajasthan,0->0,0,0,,,3072,3072,truncated,truncated,2036,False,0.30496802754549923,10.805500982318271,True,1540,False,0.4072869225764476,7.792207792207792,True
india,1450,mapwise_india_map72_6C_t10_idx0259,L1,10,india:map72_6,Single,Is the value of Kerala closer to Rajasthan or Tamil Nadu?,Tamil Nadu,1->1,1,1,['tamil nadu'],['tamil nadu'],1647,1124,complete,complete,1115,True,0.16366906474820142,16.143497757847534,False,804,True,0.1485642946317104,17.412935323383085,False
china,547,mapwise_china_map11_8D_t34_idx0260,L3,33,china:map11_8,Binary,Yes or no: Guangdong is the South-most state that has a higher value compared to all its neighbours.,Yes,0->0,0,0,no,,1380,3072,complete,truncated,799,True,0.164572864321608,12.515644555694617,False,2035,False,0.327755905511811,10.31941031941032,True
usa,2873,mapwise_usa_map_11175_t5_idx0261,L0,5,usa:map_11175,Binary,Yes or no: the legend has multiple distinct colours?,No,0->0,0,0,yes,yes,136,136,complete,complete,81,True,0.02564102564102566,0.0,False,81,True,0.02564102564102566,0.0,False
india,1360,mapwise_india_map60_2D_t12_idx0262,L2,12,india:map60_2,Range,What is the second highest value range in the states that has pilgrimages of Char Dham Yatra?,44.8 - 51.0,1->1,1,1,44.8-51,44.8-51,1452,1498,complete,complete,922,True,0.28073993471164305,17.35357917570499,False,931,True,0.31896551724137934,19.33404940923738,False
china,788,mapwise_china_map19_4D_t25_idx0263,L2,24,china:map19_4,Range,What is the median range of the states in the region bordering Laos?,36.1 - 45.3,1->1,1,1,36.1-45.3,36.1-45.3,1149,808,complete,complete,659,True,0.21189024390243905,18.20940819423369,False,508,True,0.10099009900990097,13.779527559055119,False
india,1774,mapwise_india_map134_3C_t6_idx0264,L0,6,india:map134_3,Binary,Yes or no: the map depicts percentages.,Yes,1->1,1,1,yes,yes,102,102,complete,complete,65,True,0.0,0.0,False,65,True,0.0,0.0,False
usa,2122,mapwise_usa_map_20556_t8_idx0265,L0,8,usa:map_20556,Range,Which class has the largest range of values?,91400 - 251500,1->1,1,1,91400-251500,91400-251500,322,322,complete,complete,133,True,0.007692307692307665,0.0,False,133,True,0.007692307692307665,0.0,False
china,611,mapwise_china_map9_7C_t6_idx0266,L0,6,china:map9_7,Binary,Yes or no: the map depicts absolute values.,Yes,0->0,0,0,no,no,155,166,complete,complete,107,True,0.0,0.0,False,114,True,0.04504504504504503,0.0,False
india,1844,mapwise_india_map156_2D_t37_idx0267,L3,36,india:map156_2,Single,Which state in west coast borders at least 2 states from range 14.7 - 828.6?,"Gujarat, Maharashtra",0->0,0,0,,,3072,3072,truncated,truncated,1891,False,0.26641949152542377,19.566367001586464,True,1855,False,0.19816414686825057,11.859838274932615,True
india,1346,mapwise_india_map56_3D_t36_idx0268,L3,35,india:map56_3,Single,Name the southernmost state in the range 8267 - 25600.,Goa,0->0,0,0,,,3072,3072,truncated,truncated,1653,False,0.2339393939393939,18.753781004234725,True,1602,False,0.34959349593495936,15.605493133583021,True
usa,2615,mapwise_usa_map_12788_t7_idx0269,L0,7,usa:map_12788,Single,Is the legend discrete or continuous?,Discrete,1->1,1,1,['discrete'],['discrete'],159,168,complete,complete,114,True,0.009009009009009028,0.0,False,122,True,0.025210084033613467,0.0,False
usa,2734,mapwise_usa_map_7432_t20_idx0270,L3,19,usa:map_7432,Single,Name the easternmost state that belongs to a higher value range compared to all its neighbours.,Oklahoma,0->0,0,0,,,3072,3072,truncated,truncated,2102,False,0.3544545021438781,22.35965746907707,True,2111,False,0.24762808349146115,18.948365703458077,True
china,350,mapwise_china_map10_3D_t13_idx0271,L2,13,china:map10_3,Single,Which state has the least value in the South China Sea region?,Hainan,0->0,0,0,['hunan'],['h'],1522,584,complete,complete,952,True,0.23076923076923073,13.655462184873949,False,394,True,0.0818414322250639,10.152284263959391,False
usa,2009,mapwise_usa_map_8808_t5_idx0272,L0,5,usa:map_8808,Binary,Yes or no: the legend has different shades of the same colour?,Yes,1->1,1,1,yes,yes,169,163,complete,complete,89,True,0.03488372093023251,0.0,False,83,True,0.03749999999999998,0.0,False
india,1539,mapwise_india_map91_1C_t10_idx0273,L1,10,india:map91_1,Single,Is the value of Maharashtra closer to 100 or 200?,200,1->1,1,1,['200'],['200'],499,956,complete,complete,314,True,0.08681672025723475,19.10828025477707,False,535,True,0.193609022556391,28.037383177570092,False
usa,2724,mapwise_usa_map_7444_t29_idx0274,L2,28,usa:map_7444,Range,Which range has the highest number of states?,0-107,0->0,0,0,,,3072,3072,truncated,truncated,1581,False,0.29721166032953106,17.077798861480076,True,1647,False,0.3771289537712895,19.429265330904673,True
usa,2368,mapwise_usa_map_18348_t22_idx0275,L2,21,usa:map_18348,Binary,Yes or no: States in the west coast have lower values on average than states in the east coast.,Yes,0->0,0,0,,,3072,3072,truncated,truncated,1611,False,0.2574626865671642,4.345127250155183,True,1619,False,0.27722772277227725,4.941321803582459,True
usa,2283,mapwise_usa_map_13_t41_idx0276,L0,40,usa:map_13,Single,Are the legends evenly spaced?,Yes,1->1,1,1,['yes'],['yes'],156,156,complete,complete,99,True,0.0,0.0,False,99,True,0.0,0.0,False
china,490,mapwise_china_map23_8D_t36_idx0277,L3,35,china:map23_8,Single,Name the East-most state in the range 419.60 - 597.90.,Heilongjiang,0->0,0,0,['shanghai'],,1277,3072,complete,truncated,776,True,0.2470892626131953,14.175257731958762,False,1660,False,0.2649366324683162,16.265060240963855,True
china,992,mapwise_china_map8_6C_t19_idx0278,L1,18,china:map8_6,Binary,Yes or no: the value of the state Guangdong is higher than state Guangxi.,No,0->0,0,0,yes,yes,116,129,complete,complete,79,True,0.0,0.0,False,89,True,0.0,0.0,False
usa,2882,mapwise_usa_map_17383_t16_idx0279,L1,15,usa:map_17383,Range,What value range does state California fall in?,3.5-4,0->0,0,0,3.5,3.5,1139,1339,complete,complete,816,True,0.3554735547355473,17.15686274509804,False,997,True,0.37826961770623746,22.066198595787363,False
usa,2799,mapwise_usa_map_5931_t9_idx0280,L1,9,usa:map_5931,Binary,Does the state Maine come under the value 45-50?,No,0->0,0,0,yes,yes,1704,1351,complete,complete,1161,True,0.4835924006908463,18.949181739879414,False,969,True,0.3405797101449275,15.479876160990711,False
china,885,mapwise_china_map3_3D_t37_idx0281,L3,36,china:map3_3,Single,Which state in the region borderring Mongolia borders at least 2 states from range 3.5 - 4.0?,Inner Mongolia,0->0,0,0,,,3072,3072,truncated,truncated,1839,False,0.2962962962962963,18.488308863512778,True,1885,False,0.38522848034006374,18.03713527851459,True
india,1748,mapwise_india_map126_2C_t6_idx0282,L0,6,india:map126_2,Binary,Yes or no: the map depicts absolute values as opposed to percentages.,Yes,1->1,1,1,yes,yes,158,158,complete,complete,96,True,0.0,0.0,False,96,True,0.0,0.0,False
usa,2438,mapwise_usa_map_957_t39_idx0283,L2,38,usa:map_957,Binary,Yes or no: all states bordering North Carolina have values in the same range.,No,1->1,1,1,no,no,1778,1295,complete,complete,1184,True,0.22861981371718887,21.114864864864863,False,853,True,0.1976470588235294,12.895662368112545,False
india,1376,mapwise_india_map61_4D_t37_idx0284,L3,36,india:map61_4,Single,"Which state in range 3,775,224.67 - 11,789,780.0 does not border any states from range 3,775,224.67 - 11,789,780.0?",West Bengal,0->0,0,0,,,3072,3072,truncated,truncated,1620,False,0.23809523809523814,14.814814814814815,True,1758,False,0.24900284900284897,14.220705346985211,True
china,325,mapwise_china_map7_8D_t5_idx0285,L0,5,china:map7_8,Binary,Yes or no: the legend has multiple distinct colours?,Yes,1->1,1,1,yes,yes,138,139,complete,complete,82,True,0.0,0.0,False,82,True,0.0,0.0,False
usa,2736,mapwise_usa_map_7432_t16_idx0286,L1,15,usa:map_7432,Range,What value range does Oregon fall in?,3.50%,0->0,0,0,3.5%,3.5%,136,136,complete,complete,88,True,0.0117647058823529,0.0,False,88,True,0.0117647058823529,0.0,False
usa,2660,mapwise_usa_map_20584_t39_idx0287,L2,38,usa:map_20584,Binary,Yes or no: all states bordering Maine have values in range 0-2M.,Yes,1->1,1,1,yes,yes,1704,825,complete,complete,1230,True,0.4327628361858191,30.89430894308943,False,612,True,0.1691297208538588,19.607843137254903,False
china,979,mapwise_china_map6_1C_t23_idx0288,L2,22,china:map6_1,Count,How many states in the region bordering the South China Sea have a value lower than -15?,0,0->0,0,0,,,3072,3072,truncated,truncated,2066,False,0.3776054289869123,9.19651500484027,True,1962,False,0.4517611026033691,11.213047910295616,True
usa,2317,mapwise_usa_map_8213_t20_idx0289,L3,19,usa:map_8213,Single,Name the state on the east coast that belongs to a higher value range compared to all its neighbours.,Florida,1->1,1,1,['florida'],['florida'],2097,847,complete,complete,1576,True,0.3070565797838525,23.477157360406093,False,646,True,0.12441679626749613,9.287925696594428,False
usa,2169,mapwise_usa_map_19332_t20_idx0290,L3,19,usa:map_19332,Single,Name the westmost state that belongs to a higher value range compared to all its neighbours.,Idaho,1->1,1,1,['idaho'],['idaho'],1474,2738,complete,complete,895,True,0.1782511210762332,15.64245810055866,False,1551,True,0.29780361757105944,23.21083172147002,False
china,134,mapwise_china_map14_3C_t30_idx0291,L2,29,china:map14_3,Binary,Does state Qinghai have the same different value to state Tibet.,Yes,1->1,1,1,yes,yes,97,97,complete,complete,63,True,0.0,0.0,False,63,True,0.0,0.0,False
usa,2382,mapwise_usa_map_30_t18_idx0292,L3,17,usa:map_30,Binary,Yes or no: the value of Ohio is lower than its neighbouring state West Virginia.,No,1->1,1,1,no,no,1553,3008,complete,complete,973,True,0.41752577319587625,29.804727646454264,False,2089,True,0.7123681687440077,35.423647678314985,False
india,1366,mapwise_india_map60_2D_t20_idx0293,L3,19,india:map60_2,Single,Name the northernmost state that belongs to a lower value range compared to all its neighbours.,Punjab,1->0,1,0,['punjab'],,2146,3072,complete,truncated,1337,True,0.21214392803598203,16.454749439042633,False,1711,False,0.2634660421545667,15.195791934541203,True
india,1911,mapwise_india_map166_3C_t18_idx0294,L3,17,india:map166_3,Binary,Yes or no: the value of Goa is higher than Maharashtra.,No,1->1,1,1,no,no,169,169,complete,complete,118,True,0.07826086956521738,8.474576271186441,False,118,True,0.07826086956521738,8.474576271186441,False
usa,2711,mapwise_usa_map_9447_t37_idx0295,L3,36,usa:map_9447,Single,Which states have missing data?,None,0->0,0,0,,,3072,3072,truncated,truncated,1901,False,0.41043203371970494,44.18726985796949,True,1838,False,0.33623978201634874,27.747551686615886,True
